,도소매업생산지수,음식숙박업생산지수,금융보험생산지수,부동산및임대업생산지수,운수보관생산지수,정보통신업,보건및사회복지업생산지수,사업서비스업생산지수,수신,여신,실업률,여수신,광공업생산지수,건설업생산지수,KOSPI,interest,gdpRate,CPI,export,import,label
2012-08-31,-0.009687836383207804,0.012121212121211977,0.0061823802163831765,-0.031710914454277206,0.00838769804287054,0.018382352941176405,0.06833333333333313,0.027870680044593144,0.041154544710678476,0.045560721544495975,0.0,0.0029193652337395903,-0.012,-0.054000000000000006,0.013214718180523555,0.052199999999999996,0.005,0.013,-0.06,-0.094,2.0
2012-09-30,0.012513034410844615,0.030981067125645412,0.032863849765258246,-0.02801556420233453,0.030858244937319146,0.037691401648998646,0.06799336650082943,0.01870187018701852,0.03609690640660301,0.042433704968435126,-0.033333333333333326,-0.018721354198780404,0.002,-0.017,0.12046856249198079,0.0513,0.005,0.021,-0.024,-0.06,2.0
2012-10-31,-0.0030832476875641834,-0.007252215954875019,0.017107309486780853,-0.026856240126382214,0.0120705663881151,-0.01194743130227005,0.058139534883721034,0.013100436681222849,0.021445015637288956,0.035919424010022905,-0.034482758620689724,-0.10473581405633758,-0.008,-0.084,0.0015859505336353052,0.049800000000000004,0.005,0.021,0.01,0.016,1.0
2012-11-30,0.020576131687242816,0.004152823920265725,0.012578616352201255,0.01791530944625408,0.03585271317829464,0.025974025974025983,0.058139534883721034,0.0044198895027625085,0.019994760963955915,0.032239357480999375,-0.034482758620689724,-0.08687169360659508,0.031000000000000003,0.023,0.045182686630070634,0.049400000000000006,0.005,0.016,0.039,0.009,1.0
2012-12-31,-0.0049652432969214955,-0.014893617021276562,0.0365659777424483,-0.003053435114503844,0.011439466158245759,0.01933701657458564,0.05601317957166385,0.021321961620469176,0.027646893477927925,0.03441455804099447,-0.033333333333333326,-0.02989296238689554,0.001,-0.085,0.08968573717363171,0.0484,0.005,0.0139999999999999,-0.06,-0.053,2.0
2013-01-31,-0.022916666666666696,0.03993344425956735,0.04588607594936689,-0.03929121725731899,0.04063429137760144,0.026819923371647514,0.062397372742200474,0.021372328458942436,0.025107825276304396,0.03111470344523415,-0.02857142857142858,-0.030991095116760903,0.09,0.08,0.0031395259121218544,0.05,0.009000000000000001,0.016,0.109,0.0409999999999999,1.0
2013-02-28,0.004519774011299438,-0.03050847457627115,-0.015432098765432056,-0.07738542449286245,-0.0020304568527919065,0.03316326530612246,0.06035889070146827,0.029612756264236983,0.02404812178449034,0.030678811487317104,-0.07142857142857151,-0.03444175818735484,-0.08199999999999999,0.03,-0.0018537105416509547,0.049100000000000005,0.009000000000000001,0.016,-0.086,-0.103,2.0
2013-03-31,0.014507772020725396,0.005733005733005836,-0.0030674846625767804,-0.07723577235772361,0.01992409867172662,0.016451233842538215,0.03927986906710301,0.015677491601343796,0.014603386461703227,0.03171323538548121,-0.05405405405405406,-0.12385322834883783,-0.018000000000000002,0.033,-0.004553470750454203,0.0477,0.009000000000000001,0.015,0.0,-0.024,2.0
2013-04-30,0.018065887353878818,-0.011372867587327362,0.034810126582278444,-0.01757322175732212,0.05058365758754868,0.02111801242236022,0.035031847133758065,0.01880530973451311,0.02202805197454394,0.03192701769460582,-0.08571428571428563,-0.06985950477373282,0.025,0.19100000000000003,-0.009143659061677134,0.04730000000000001,0.012,0.013,0.001,-0.0069999999999999,2.0
2013-05-31,-0.0020304568527919065,-0.02954545454545454,0.020376175548589393,-0.0017079419299742549,0.02123730378578026,0.01800720288115243,0.03307086614173227,0.004305705059203246,0.019648895542289324,0.03324065406423515,-0.032258064516129115,-0.10277834029605959,0.0,0.122,0.0820224179225093,0.046200000000000005,0.012,0.012,0.031,-0.047,2.0
