"날짜","종가","시가","고가","저가","변동 %"
"2016- 09- 07","1.299","1.297","1.299","1.297","-0.99%"
"2016- 09- 06","1.312","1.312","1.312","1.312","0.00%"
"2016- 09- 05","1.312","1.320","1.320","1.312","-0.61%"
"2016- 09- 02","1.320","1.320","1.320","1.320","-1.57%"
"2016- 09- 01","1.341","1.341","1.341","1.341","1.82%"
"2016- 08- 31","1.317","1.317","1.317","1.317","0.84%"
"2016- 08- 30","1.306","1.307","1.307","1.306","0.46%"
"2016- 08- 29","1.300","1.300","1.300","1.300","1.40%"
"2016- 08- 26","1.282","1.282","1.283","1.282","0.00%"
"2016- 08- 25","1.282","1.282","1.282","1.282","0.39%"
"2016- 08- 24","1.277","1.280","1.280","1.277","0.16%"
"2016- 08- 23","1.275","1.275","1.275","1.275","-0.08%"
"2016- 08- 22","1.276","1.277","1.277","1.276","0.39%"
"2016- 08- 19","1.271","1.272","1.272","1.271","0.08%"
"2016- 08- 18","1.270","1.272","1.272","1.270","-0.08%"
"2016- 08- 17","1.271","1.270","1.272","1.270","0.08%"
"2016- 08- 16","1.270","1.229","1.270","1.229","0.47%"
"2016- 08- 14","1.264","1.264","1.264","1.264","0.00%"
"2016- 08- 13","1.264","1.264","1.264","1.264","0.00%"
"2016- 08- 12","1.264","1.265","1.266","1.264","0.00%"
"2016- 08- 11","1.264","1.267","1.267","1.264","0.64%"
"2016- 08- 10","1.256","1.257","1.257","1.256","-0.79%"
"2016- 08- 09","1.266","1.270","1.270","1.266","-0.16%"
"2016- 08- 08","1.268","1.270","1.270","1.268","0.96%"
"2016- 08- 06","1.256","1.256","1.256","1.256","0.00%"
"2016- 08- 05","1.256","1.257","1.257","1.256","-0.32%"
"2016- 08- 04","1.260","1.260","1.260","1.260","-0.24%"
"2016- 08- 03","1.263","1.265","1.265","1.262","1.04%"
"2016- 08- 02","1.250","1.250","1.250","1.248","0.00%"
"2016- 08- 01","1.250","1.250","1.250","1.250","-0.16%"
"2016- 07- 29","1.252","1.252","1.252","1.252","-0.08%"
"2016- 07- 28","1.253","1.255","1.255","1.253","-0.48%"
"2016- 07- 27","1.259","1.260","1.260","1.258","0.40%"
"2016- 07- 26","1.254","1.252","1.254","1.252","0.00%"
"2016- 07- 25","1.254","1.255","1.255","1.253","0.00%"
"2016- 07- 23","1.254","1.254","1.254","1.254","-0.16%"
"2016- 07- 22","1.256","1.256","1.256","1.256","0.16%"
"2016- 07- 21","1.254","1.257","1.257","1.254","0.48%"
"2016- 07- 20","1.248","1.252","1.252","1.248","-0.08%"
"2016- 07- 19","1.249","1.245","1.249","1.245","-0.32%"
"2016- 07- 18","1.253","1.257","1.257","1.253","0.32%"
"2016- 07- 15","1.249","1.245","1.249","1.245","0.00%"
"2016- 07- 14","1.249","1.252","1.252","1.248","-0.48%"
"2016- 07- 13","1.255","1.255","1.255","1.255","0.00%"
"2016- 07- 12","1.255","1.255","1.255","1.255","0.40%"
"2016- 07- 11","1.250","1.250","1.252","1.250","0.00%"
"2016- 07- 08","1.250","1.250","1.250","1.250","0.56%"
"2016- 07- 07","1.243","1.242","1.243","1.242","0.24%"
"2016- 07- 06","1.240","1.240","1.240","1.240","-0.80%"
"2016- 07- 05","1.250","1.250","1.250","1.250","-0.87%"
"2016- 07- 04","1.261","1.267","1.267","1.261","-0.24%"
"2016- 07- 02","1.264","1.264","1.264","1.264","-1.40%"
"2016- 07- 01","1.282","1.282","1.282","1.282","-0.39%"
"2016- 06- 30","1.287","1.283","1.287","1.283","0.31%"
"2016- 06- 29","1.283","1.285","1.285","1.283","-0.47%"
"2016- 06- 28","1.289","1.287","1.289","1.287","0.08%"
"2016- 06- 27","1.288","1.290","1.290","1.288","-1.00%"
"2016- 06- 24","1.301","1.305","1.305","1.301","-5.38%"
"2016- 06- 23","1.375","1.375","1.375","1.375","-0.15%"
"2016- 06- 22","1.377","1.394","1.394","1.377","0.22%"
"2016- 06- 21","1.374","1.374","1.374","1.374","0.22%"
"2016- 06- 20","1.371","1.371","1.371","1.371","0.81%"
"2016- 06- 17","1.360","1.360","1.360","1.360","1.12%"
"2016- 06- 16","1.345","1.345","1.346","1.345","-0.52%"
"2016- 06- 15","1.352","1.350","1.352","1.350","0.45%"
"2016- 06- 14","1.346","1.350","1.350","1.346","1.36%"
"2016- 06- 13","1.328","1.330","1.330","1.327","-0.52%"
"2016- 06- 10","1.335","1.335","1.335","1.335","-0.45%"
"2016- 06- 09","1.341","1.345","1.345","1.341","-4.69%"
"2016- 06- 08","1.407","1.410","1.410","1.407","-1.33%"
"2016- 06- 07","1.426","1.426","1.426","1.426","-1.52%"
"2016- 06- 06","1.448","1.448","1.448","1.448","0.00%"
"2016- 06- 03","1.448","1.450","1.450","1.448","-0.55%"
"2016- 06- 02","1.456","1.460","1.460","1.456","0.07%"
"2016- 06- 01","1.455","1.460","1.460","1.455","-3.32%"
"2016- 05- 31","1.505","1.505","1.505","1.505","-0.20%"
"2016- 05- 30","1.508","1.510","1.510","1.508","1.07%"
"2016- 05- 27","1.492","1.490","1.492","1.490","-0.53%"
"2016- 05- 26","1.500","1.500","1.500","1.500","0.60%"
"2016- 05- 25","1.491","1.490","1.491","1.490","0.68%"
"2016- 05- 24","1.481","1.480","1.481","1.480","-0.87%"
"2016- 05- 23","1.494","1.495","1.495","1.493","0.27%"
"2016- 05- 20","1.490","1.490","1.490","1.490","-0.67%"
"2016- 05- 19","1.500","1.500","1.500","1.500","0.74%"
"2016- 05- 18","1.489","1.490","1.490","1.489","0.74%"
"2016- 05- 17","1.478","1.477","1.478","1.477","0.96%"
"2016- 05- 16","1.464","1.462","1.464","1.462","0.62%"
"2016- 05- 13","1.455","1.457","1.457","1.455","1.32%"
"2016- 05- 12","1.436","1.435","1.436","1.435","0.28%"
"2016- 05- 11","1.432","1.432","1.432","1.432","0.35%"
"2016- 05- 10","1.427","1.427","1.427","1.427","-0.14%"
"2016- 05- 09","1.429","1.427","1.429","1.427","-1.24%"
"2016- 05- 06","1.447","1.447","1.447","1.447","0.00%"
"2016- 05- 04","1.447","1.447","1.447","1.447","-1.03%"
"2016- 05- 03","1.462","1.462","1.462","1.462","-1.81%"
"2016- 05- 02","1.489","1.489","1.489","1.489","0.81%"
"2016- 04- 29","1.477","1.477","1.477","1.477","0.00%"
"2016- 04- 28","1.477","1.477","1.477","1.477","-0.14%"
"2016- 04- 27","1.479","1.480","1.480","1.479","0.20%"
"2016- 04- 26","1.476","1.491","1.491","1.476","-1.01%"
"2016- 04- 25","1.491","1.492","1.492","1.491","-0.86%"
"2016- 04- 22","1.504","1.505","1.505","1.504","-0.40%"
"2016- 04- 21","1.510","1.510","1.510","1.510","-0.13%"
"2016- 04- 20","1.512","1.523","1.523","1.512","-1.18%"
"2016- 04- 19","1.530","1.530","1.530","1.530","0.72%"
"2016- 04- 18","1.519","1.520","1.520","1.518","0.73%"
"2016- 04- 15","1.508","1.510","1.510","1.507","0.00%"
"2016- 04- 14","1.508","1.505","1.508","1.505","1.21%"
"2016- 04- 12","1.490","1.490","1.490","1.490","0.00%"
"2016- 04- 11","1.490","1.479","1.490","1.479","0.74%"
"2016- 04- 08","1.479","1.479","1.480","1.479","0.00%"
"2016- 04- 07","1.479","1.471","1.480","1.471","0.54%"
"2016- 04- 06","1.471","1.475","1.475","1.471","0.27%"
"2016- 04- 05","1.467","1.467","1.468","1.467","0.00%"
"2016- 04- 04","1.467","1.470","1.470","1.467","-0.74%"
"2016- 04- 02","1.478","1.478","1.478","1.478","-0.81%"
"2016- 04- 01","1.490","1.490","1.490","1.490","0.40%"
"2016- 03- 31","1.484","1.487","1.487","1.484","-0.54%"
"2016- 03- 30","1.492","1.492","1.492","1.492","0.20%"
"2016- 03- 29","1.489","1.489","1.489","1.489","-3.12%"
"2016- 03- 28","1.537","1.537","1.537","1.537","0.85%"
"2016- 03- 25","1.524","1.522","1.524","1.522","0.00%"
"2016- 03- 24","1.524","1.522","1.524","1.522","-0.33%"
"2016- 03- 23","1.529","1.530","1.530","1.528","-0.26%"
"2016- 03- 22","1.533","1.532","1.533","1.532","0.33%"
"2016- 03- 21","1.528","1.528","1.528","1.528","0.20%"
"2016- 03- 18","1.525","1.525","1.525","1.525","-0.07%"
"2016- 03- 17","1.526","1.525","1.527","1.525","-0.59%"
"2016- 03- 16","1.535","1.535","1.535","1.535","0.66%"
"2016- 03- 15","1.525","1.525","1.526","1.525","0.33%"
"2016- 03- 14","1.520","1.520","1.520","1.520","0.07%"
"2016- 03- 11","1.519","1.520","1.520","1.518","2.36%"
"2016- 03- 10","1.484","1.482","1.484","1.482","1.85%"
"2016- 03- 09","1.457","1.457","1.457","1.457","-1.42%"
"2016- 03- 08","1.478","1.480","1.480","1.478","-0.81%"
"2016- 03- 07","1.490","1.490","1.490","1.490","-0.07%"
"2016- 03- 04","1.491","1.492","1.492","1.491","0.54%"
"2016- 03- 03","1.483","1.482","1.484","1.482","0.34%"
"2016- 03- 02","1.478","1.478","1.478","1.478","1.23%"
"2016- 02- 29","1.460","1.460","1.461","1.460","-0.34%"
"2016- 02- 26","1.465","1.465","1.465","1.465","0.00%"
"2016- 02- 25","1.465","1.465","1.465","1.465","-0.20%"
"2016- 02- 24","1.468","1.467","1.468","1.467","0.00%"
"2016- 02- 23","1.468","1.467","1.468","1.467","0.20%"
"2016- 02- 22","1.465","1.465","1.465","1.465","0.96%"
"2016- 02- 19","1.451","1.452","1.452","1.451","0.42%"
"2016- 02- 18","1.445","1.445","1.445","1.445","1.26%"
"2016- 02- 17","1.427","1.427","1.427","1.427","0.07%"
"2016- 02- 16","1.426","1.430","1.430","1.426","-3.06%"
"2016- 02- 15","1.471","1.471","1.471","1.471","0.75%"
"2016- 02- 14","1.460","1.460","1.460","1.460","0.00%"
"2016- 02- 13","1.460","1.460","1.460","1.460","-1.08%"
"2016- 02- 12","1.476","1.476","1.476","1.476","1.79%"
"2016- 02- 11","1.450","1.450","1.450","1.450","-2.42%"
"2016- 02- 10","1.486","1.486","1.486","1.486","0.00%"
"2016- 02- 05","1.486","1.490","1.490","1.486","0.41%"
"2016- 02- 04","1.480","1.480","1.480","1.480","-0.13%"
"2016- 02- 03","1.482","1.482","1.482","1.482","-1.33%"
"2016- 02- 02","1.502","1.502","1.502","1.502","-2.15%"
"2016- 02- 01","1.535","1.535","1.535","1.535","-1.16%"
"2016- 01- 29","1.553","1.550","1.553","1.550","-2.51%"
"2016- 01- 28","1.593","1.595","1.595","1.593","0.25%"
"2016- 01- 27","1.589","1.590","1.590","1.589","0.44%"
"2016- 01- 26","1.582","1.582","1.582","1.582","-0.44%"
"2016- 01- 25","1.589","1.590","1.590","1.589","0.00%"
"2016- 01- 22","1.589","1.587","1.589","1.587","-0.06%"
"2016- 01- 21","1.590","1.590","1.590","1.590","0.00%"
"2016- 01- 20","1.590","1.590","1.590","1.590","-0.62%"
"2016- 01- 19","1.600","1.600","1.600","1.600","0.00%"
"2016- 01- 18","1.600","1.602","1.602","1.600","0.00%"
"2016- 01- 15","1.600","1.602","1.602","1.600","0.00%"
"2016- 01- 14","1.600","1.600","1.600","1.600","0.38%"
"2016- 01- 13","1.594","1.595","1.595","1.594","-0.06%"
"2016- 01- 12","1.595","1.595","1.595","1.595","0.06%"
"2016- 01- 11","1.594","1.594","1.594","1.594","-0.81%"
"2016- 01- 10","1.607","1.607","1.607","1.607","0.00%"
"2016- 01- 08","1.607","1.607","1.607","1.607","0.63%"
"2016- 01- 07","1.597","1.597","1.597","1.597","0.00%"
"2016- 01- 06","1.597","1.597","1.597","1.597","0.00%"
"2016- 01- 05","1.597","1.597","1.597","1.597","-0.31%"
"2016- 01- 04","1.602","1.602","1.602","1.602","-1.84%"
"2015- 12- 31","1.632","1.632","1.632","1.632","0.00%"
"2015- 12- 30","1.632","1.632","1.632","1.632","-0.18%"
"2015- 12- 29","1.635","1.635","1.635","1.635","-0.61%"
"2015- 12- 28","1.645","1.645","1.646","1.645","0.24%"
"2015- 12- 24","1.641","1.642","1.642","1.641","0.00%"
"2015- 12- 23","1.641","1.642","1.642","1.641","0.00%"
"2015- 12- 22","1.641","1.642","1.642","1.641","0.24%"
"2015- 12- 21","1.637","1.637","1.637","1.637","-1.21%"
"2015- 12- 18","1.657","1.657","1.657","1.657","-0.90%"
"2015- 12- 17","1.672","1.670","1.672","1.670","-0.83%"
"2015- 12- 16","1.686","1.686","1.686","1.686","0.66%"
"2015- 12- 15","1.675","1.675","1.675","1.675","-0.06%"
"2015- 12- 14","1.676","1.680","1.680","1.676","-0.24%"
"2015- 12- 11","1.680","1.680","1.680","1.680","0.30%"
"2015- 12- 10","1.675","1.675","1.675","1.675","2.89%"
"2015- 12- 09","1.628","1.630","1.630","1.628","0.43%"
"2015- 12- 08","1.621","1.620","1.622","1.620","-0.55%"
"2015- 12- 07","1.630","1.630","1.630","1.630","0.00%"
"2015- 12- 04","1.630","1.630","1.630","1.630","0.06%"
"2015- 12- 03","1.629","1.630","1.630","1.628","-1.39%"
"2015- 12- 02","1.652","1.650","1.652","1.650","-1.49%"
"2015- 12- 01","1.677","1.675","1.677","1.675","-1.58%"
"2015- 11- 30","1.704","1.705","1.705","1.704","0.00%"
"2015- 11- 27","1.704","1.705","1.705","1.703","1.37%"
"2015- 11- 26","1.681","1.680","1.682","1.680","1.57%"
"2015- 11- 25","1.655","1.660","1.660","1.655","0.85%"
"2015- 11- 24","1.641","1.642","1.642","1.641","0.61%"
"2015- 11- 23","1.631","1.632","1.632","1.631","0.18%"
"2015- 11- 22","1.628","1.628","1.628","1.628","0.00%"
"2015- 11- 20","1.628","1.630","1.630","1.628","1.12%"
"2015- 11- 19","1.610","1.610","1.611","1.610","0.00%"
"2015- 11- 18","1.610","1.610","1.611","1.610","0.00%"
"2015- 11- 17","1.610","1.612","1.612","1.610","-0.12%"
"2015- 11- 16","1.612","1.617","1.617","1.612","-0.56%"
"2015- 11- 13","1.621","1.620","1.622","1.620","-0.18%"
"2015- 11- 12","1.624","1.625","1.626","1.624","0.00%"
"2015- 11- 11","1.624","1.625","1.626","1.624","0.25%"
"2015- 11- 10","1.620","1.620","1.622","1.620","0.00%"
"2015- 11- 09","1.620","1.625","1.625","1.620","1.76%"
"2015- 11- 06","1.592","1.597","1.597","1.592","1.99%"
"2015- 11- 05","1.561","1.573","1.573","1.561","-0.13%"
"2015- 11- 04","1.563","1.562","1.564","1.562","0.13%"
"2015- 11- 03","1.561","1.562","1.562","1.561","-0.13%"
"2015- 11- 02","1.563","1.562","1.563","1.561","0.00%"
"2015- 10- 30","1.563","1.562","1.563","1.561","0.26%"
"2015- 10- 29","1.559","1.562","1.562","1.559","0.26%"
"2015- 10- 28","1.555","1.612","1.612","1.555","0.52%"
"2015- 10- 27","1.547","1.545","1.547","1.545","0.00%"
"2015- 10- 26","1.547","1.552","1.552","1.547","0.13%"
"2015- 10- 23","1.545","1.545","1.546","1.545","0.06%"
"2015- 10- 22","1.544","1.542","1.544","1.542","0.19%"
"2015- 10- 21","1.541","1.542","1.542","1.539","0.33%"
"2015- 10- 20","1.536","1.540","1.540","1.536","0.52%"
"2015- 10- 19","1.528","1.527","1.528","1.527","0.00%"
"2015- 10- 18","1.528","1.528","1.528","1.528","0.00%"
"2015- 10- 16","1.528","1.527","1.528","1.527","0.13%"
"2015- 10- 15","1.526","1.527","1.527","1.526","-0.59%"
"2015- 10- 14","1.535","1.527","1.535","1.527","0.52%"
"2015- 10- 13","1.527","1.525","1.527","1.525","0.00%"
"2015- 10- 12","1.527","1.527","1.527","1.526","0.79%"
"2015- 10- 08","1.515","1.517","1.517","1.515","0.00%"
"2015- 10- 07","1.515","1.515","1.516","1.515","0.60%"
"2015- 10- 06","1.506","1.507","1.507","1.506","0.13%"
"2015- 10- 05","1.504","1.500","1.504","1.500","-0.66%"
"2015- 10- 03","1.514","1.514","1.514","1.514","0.00%"
"2015- 10- 02","1.514","1.517","1.517","1.513","-0.39%"
"2015- 10- 01","1.520","1.520","1.520","1.520","0.20%"
"2015- 09- 30","1.517","1.520","1.520","1.517","-0.78%"
"2015- 09- 27","1.529","1.529","1.529","1.529","0.00%"
"2015- 09- 25","1.529","1.530","1.530","1.528","0.00%"
"2015- 09- 24","1.529","1.527","1.529","1.527","0.07%"
"2015- 09- 23","1.528","1.530","1.530","1.527","0.00%"
"2015- 09- 22","1.528","1.530","1.530","1.528","0.00%"
"2015- 09- 21","1.528","1.530","1.530","1.528","-0.33%"
"2015- 09- 18","1.533","1.535","1.535","1.533","-0.13%"
"2015- 09- 17","1.535","1.535","1.535","1.535","0.33%"
"2015- 09- 16","1.530","1.530","1.530","1.530","0.72%"
"2015- 09- 15","1.519","1.520","1.520","1.518","-0.33%"
"2015- 09- 14","1.524","1.525","1.525","1.523","-0.07%"
"2015- 09- 11","1.525","1.522","1.525","1.522","-0.07%"
"2015- 09- 10","1.526","1.527","1.528","1.526","-0.26%"
"2015- 09- 09","1.530","1.530","1.530","1.530","-0.65%"
"2015- 09- 08","1.540","1.540","1.541","1.540","0.00%"
"2015- 09- 07","1.540","1.542","1.542","1.540","-0.32%"
"2015- 09- 04","1.545","1.545","1.545","1.545","-1.28%"
"2015- 09- 03","1.565","1.565","1.565","1.565","-0.95%"
"2015- 09- 02","1.580","1.580","1.581","1.580","-0.63%"
"2015- 09- 01","1.590","1.590","1.591","1.590","-0.62%"
"2015- 08- 31","1.600","1.600","1.600","1.600","0.31%"
"2015- 08- 29","1.595","1.595","1.595","1.595","0.69%"
"2015- 08- 28","1.584","1.584","1.584","1.584","-0.06%"
"2015- 08- 27","1.585","1.585","1.586","1.585","-0.13%"
"2015- 08- 26","1.587","1.587","1.587","1.587","0.32%"
"2015- 08- 25","1.582","1.582","1.582","1.582","0.06%"
"2015- 08- 24","1.581","1.580","1.581","1.580","-0.06%"
"2015- 08- 21","1.582","1.585","1.585","1.582","0.06%"
"2015- 08- 20","1.581","1.582","1.582","1.581","-0.13%"
"2015- 08- 19","1.583","1.582","1.583","1.582","0.44%"
"2015- 08- 18","1.576","1.577","1.577","1.576","0.00%"
"2015- 08- 17","1.576","1.577","1.577","1.576","-0.06%"
"2015- 08- 14","1.577","1.577","1.577","1.577","0.00%"
"2015- 08- 13","1.577","1.580","1.580","1.577","0.38%"
"2015- 08- 12","1.571","1.572","1.572","1.571","-0.70%"
"2015- 08- 11","1.582","1.582","1.583","1.582","-0.57%"
"2015- 08- 10","1.591","1.592","1.592","1.591","-0.38%"
"2015- 08- 07","1.597","1.597","1.597","1.597","-0.06%"
"2015- 08- 06","1.598","1.597","1.599","1.597","-0.37%"
"2015- 08- 05","1.604","1.607","1.607","1.603","0.56%"
"2015- 08- 04","1.595","1.595","1.595","1.595","0.00%"
"2015- 08- 03","1.595","1.595","1.596","1.595","-0.31%"
"2015- 07- 31","1.600","1.600","1.600","1.600","0.63%"
"2015- 07- 30","1.590","1.590","1.590","1.590","0.32%"
"2015- 07- 29","1.585","1.586","1.586","1.585","-0.06%"
"2015- 07- 28","1.586","1.585","1.586","1.585","0.06%"
"2015- 07- 27","1.585","1.585","1.585","1.585","0.00%"
"2015- 07- 24","1.585","1.585","1.585","1.585","-0.63%"
"2015- 07- 23","1.595","1.595","1.595","1.595","-1.24%"
"2015- 07- 22","1.615","1.615","1.615","1.615","-0.68%"
"2015- 07- 21","1.626","1.625","1.626","1.625","0.06%"
"2015- 07- 20","1.625","1.625","1.625","1.625","0.00%"
"2015- 07- 18","1.625","1.625","1.625","1.625","0.00%"
"2015- 07- 17","1.625","1.625","1.625","1.625","0.12%"
"2015- 07- 16","1.623","1.622","1.623","1.622","0.00%"
"2015- 07- 15","1.623","1.622","1.623","1.622","0.00%"
"2015- 07- 14","1.623","1.622","1.623","1.622","0.00%"
"2015- 07- 13","1.623","1.622","1.623","1.622","-0.31%"
"2015- 07- 10","1.628","1.627","1.628","1.627","0.06%"
"2015- 07- 09","1.627","1.627","1.628","1.627","-0.37%"
"2015- 07- 08","1.633","1.632","1.633","1.632","-0.31%"
"2015- 07- 07","1.638","1.637","1.638","1.637","-0.18%"
"2015- 07- 06","1.641","1.640","1.641","1.640","-0.30%"
"2015- 07- 03","1.646","1.645","1.646","1.645","-0.36%"
"2015- 07- 02","1.652","1.650","1.652","1.650","0.12%"
"2015- 07- 01","1.650","1.650","1.650","1.650","0.30%"
"2015- 06- 30","1.645","1.645","1.645","1.645","-0.06%"
"2015- 06- 29","1.646","1.645","1.646","1.645","-0.78%"
"2015- 06- 26","1.659","1.657","1.659","1.656","-0.12%"
"2015- 06- 25","1.661","1.660","1.662","1.660","-0.24%"
"2015- 06- 24","1.665","1.665","1.665","1.665","0.00%"
"2015- 06- 23","1.665","1.665","1.665","1.665","0.54%"
"2015- 06- 22","1.656","1.657","1.657","1.656","0.73%"
"2015- 06- 19","1.644","1.647","1.647","1.643","0.00%"
"2015- 06- 18","1.644","1.645","1.646","1.644","-0.84%"
"2015- 06- 17","1.658","1.662","1.662","1.658","1.16%"
"2015- 06- 16","1.639","1.635","1.639","1.635","0.06%"
"2015- 06- 15","1.638","1.640","1.640","1.637","0.31%"
"2015- 06- 12","1.633","1.635","1.635","1.633","-0.61%"
"2015- 06- 11","1.643","1.640","1.643","1.640","0.00%"
"2015- 06- 10","1.643","1.645","1.645","1.642","0.18%"
"2015- 06- 09","1.640","1.640","1.640","1.640","-0.12%"
"2015- 06- 08","1.642","1.642","1.642","1.641","-1.32%"
"2015- 06- 07","1.664","1.664","1.664","1.664","0.00%"
"2015- 06- 06","1.664","1.664","1.664","1.664","0.67%"
"2015- 06- 05","1.653","1.653","1.653","1.653","-1.31%"
"2015- 06- 04","1.675","1.677","1.677","1.675","0.00%"
"2015- 06- 03","1.675","1.677","1.677","1.675","-0.24%"
"2015- 06- 02","1.679","1.687","1.687","1.679","-1.52%"
"2015- 06- 01","1.705","1.705","1.706","1.705","-1.04%"
"2015- 05- 30","1.723","1.723","1.723","1.723","0.00%"
"2015- 05- 29","1.723","1.701","1.724","1.701","0.06%"
"2015- 05- 28","1.722","1.720","1.722","1.720","-0.23%"
"2015- 05- 27","1.726","1.730","1.730","1.726","-0.80%"
"2015- 05- 26","1.740","1.740","1.740","1.740","-0.46%"
"2015- 05- 22","1.748","1.750","1.750","1.748","-0.34%"
"2015- 05- 21","1.754","1.754","1.754","1.754","0.86%"
"2015- 05- 20","1.739","1.742","1.742","1.738","-0.91%"
"2015- 05- 19","1.755","1.755","1.755","1.755","0.57%"
"2015- 05- 18","1.745","1.745","1.745","1.745","0.11%"
"2015- 05- 15","1.743","1.742","1.743","1.742","0.58%"
"2015- 05- 14","1.733","1.732","1.733","1.732","-0.57%"
"2015- 05- 13","1.743","1.743","1.743","1.743","-0.85%"
"2015- 05- 12","1.758","1.757","1.758","1.757","0.86%"
"2015- 05- 11","1.743","1.742","1.743","1.742","-0.17%"
"2015- 05- 08","1.746","1.747","1.747","1.746","-2.57%"
"2015- 05- 07","1.792","1.757","1.792","1.757","0.67%"
"2015- 05- 06","1.780","1.780","1.782","1.780","0.85%"
"2015- 05- 05","1.765","1.765","1.765","1.765","0.00%"
"2015- 05- 04","1.765","1.765","1.765","1.765","0.68%"
