"날짜","종가","시가","고가","저가","변동 %"
"2015- 11- 01","1.966","1.800","2.022","1.795","9.59%"
"2015- 10- 01","1.794","1.747","1.839","1.719","3.76%"
"2015- 09- 01","1.729","1.929","1.948","1.721","-10.09%"
"2015- 08- 01","1.923","2.006","2.077","1.848","-5.36%"
"2015- 07- 01","2.032","2.084","2.144","1.923","-1.69%"
"2015- 06- 01","2.067","1.915","2.115","1.891","7.04%"
"2015- 05- 01","1.931","2.083","2.227","1.927","-4.64%"
"2015- 04- 01","2.025","1.796","2.066","1.772","12.50%"
"2015- 03- 01","1.800","2.102","2.108","1.783","-14.29%"
"2015- 02- 01","2.100","2.025","2.221","2.000","2.49%"
"2015- 01- 01","2.049","2.306","2.326","2.047","-10.33%"
"2014- 12- 01","2.285","2.218","2.436","2.205","2.56%"
"2014- 11- 01","2.228","2.282","2.438","2.228","-2.58%"
"2014- 10- 01","2.287","2.474","2.500","2.274","-8.52%"
"2014- 09- 01","2.500","2.721","2.788","2.500","-8.76%"
"2014- 08- 01","2.740","2.755","2.838","2.708","-0.62%"
"2014- 07- 01","2.757","2.880","2.880","2.662","-4.14%"
"2014- 06- 01","2.876","3.042","3.090","2.865","-5.27%"
"2014- 05- 01","3.036","3.157","3.157","3.019","-4.17%"
"2014- 04- 01","3.168","3.156","3.199","3.124","0.44%"
"2014- 03- 01","3.154","3.130","3.230","3.110","0.77%"
"2014- 02- 01","3.130","3.210","3.230","3.120","-3.40%"
"2014- 01- 01","3.240","3.235","3.355","3.190","0.15%"
"2013- 12- 01","3.235","3.340","3.425","3.160","-3.14%"
"2013- 11- 01","3.340","3.050","3.355","3.010","10.60%"
"2013- 10- 01","3.020","3.050","3.195","3.000","-0.66%"
"2013- 09- 01","3.040","3.160","3.365","3.010","-4.40%"
"2013- 08- 01","3.180","3.205","3.380","3.030","-0.62%"
"2013- 07- 01","3.200","3.140","3.500","2.960","1.91%"
"2013- 06- 01","3.140","2.900","3.440","2.870","8.28%"
"2013- 05- 01","2.900","2.550","2.900","2.470","15.08%"
"2013- 04- 01","2.520","2.500","2.850","2.500","-2.51%"
"2013- 03- 01","2.585","2.740","2.815","2.480","-5.48%"
"2013- 02- 01","2.735","2.890","2.930","2.730","-5.53%"
"2013- 01- 01","2.895","2.960","3.120","2.720","-3.66%"
"2012- 12- 01","3.005","2.910","3.060","2.880","3.26%"
"2012- 11- 01","2.910","2.840","2.935","2.810","1.75%"
"2012- 10- 01","2.860","2.860","2.930","2.750","0.18%"
"2012- 09- 01","2.855","2.850","3.000","2.800","0.18%"
"2012- 08- 01","2.850","2.940","3.200","2.770","-3.72%"
"2012- 07- 01","2.960","3.370","3.940","2.840","-12.68%"
"2012- 06- 01","3.390","3.400","3.480","3.250","-2.02%"
"2012- 05- 01","3.460","3.560","3.580","3.430","-2.95%"
"2012- 04- 01","3.565","3.690","3.740","3.550","-3.39%"
"2012- 03- 01","3.690","3.550","3.850","3.540","4.53%"
"2012- 02- 01","3.530","3.485","3.600","3.380","1.15%"
"2012- 01- 01","3.490","3.460","3.550","3.365","0.87%"
"2011- 12- 01","3.460","3.485","3.610","3.440","-0.29%"
"2011- 11- 01","3.470","3.630","3.660","3.460","-4.41%"
"2011- 10- 01","3.630","3.560","3.730","3.500","-0.55%"
"2011- 09- 01","3.650","3.620","3.800","3.380","1.11%"
"2011- 08- 01","3.610","4.020","4.070","3.363","-10.20%"
"2011- 07- 01","4.020","4.010","4.215","3.589","-1.23%"
"2011- 06- 01","4.070","3.860","4.325","3.530","5.44%"
"2011- 05- 01","3.860","4.080","4.280","3.510","-5.85%"
"2011- 04- 01","4.100","4.110","4.480","4.000","-0.36%"
"2011- 03- 01","4.115","4.260","4.600","3.550","-3.63%"
"2011- 02- 01","4.270","4.410","4.770","4.000","-3.17%"
"2011- 01- 01","4.410","4.080","4.800","3.520","8.35%"
"2010- 12- 01","4.070","3.930","4.730","3.690","3.83%"
"2010- 11- 01","3.920","3.850","4.700","3.210","1.55%"
"2010- 10- 01","3.860","3.740","3.995","3.150","3.62%"
"2010- 09- 01","3.725","4.000","5.030","3.330","-6.76%"
"2010- 08- 01","3.995","4.380","4.980","3.460","-8.79%"
"2010- 07- 01","4.380","4.430","4.910","3.380","-1.20%"
"2010- 06- 01","4.433","4.360","5.515","3.400","1.56%"
"2010- 05- 01","4.365","4.280","4.950","2.220","2.95%"
"2010- 04- 01","4.240","4.510","5.250","3.400","-5.99%"
"2010- 03- 01","4.510","4.620","5.580","2.680","-2.38%"
"2010- 02- 01","4.620","4.820","5.310","3.150","-3.95%"
"2010- 01- 01","4.810","4.915","5.220","4.170","-1.94%"
"2009- 12- 01","4.905","4.610","4.940","3.850","5.26%"
"2009- 11- 01","4.660","4.940","5.020","4.275","-5.67%"
"2009- 10- 01","4.940","4.880","5.120","4.430","3.35%"
"2009- 09- 01","4.780","4.900","10.000","2.390","-2.45%"
"2009- 08- 01","4.900","4.810","5.080","2.960","4.26%"
"2009- 07- 01","4.700","4.560","4.750","4.420","1.95%"
"2009- 06- 01","4.610","4.670","4.930","4.560","-1.28%"
"2009- 05- 01","4.670","4.370","4.670","4.180","14.18%"
"2009- 04- 01","4.090","4.550","4.810","4.045","-12.04%"
"2009- 03- 01","4.650","4.650","4.670","4.200","-0.43%"
"2009- 02- 01","4.670","4.010","4.890","4.010","14.46%"
"2009- 01- 01","4.080","3.780","4.190","3.750","4.62%"
"2008- 12- 01","3.900","4.890","4.890","3.900","-22.47%"
"2008- 11- 01","5.030","4.670","5.620","4.670","8.41%"
"2008- 10- 01","4.640","5.790","5.800","4.570","-21.09%"
"2008- 09- 01","5.880","5.970","6.040","5.630","0.86%"
"2008- 08- 01","5.830","5.820","5.990","5.700","-0.68%"
"2008- 07- 01","5.870","5.980","6.210","5.820","0.17%"
"2008- 06- 01","5.860","5.580","5.960","5.580","6.16%"
"2008- 05- 01","5.520","4.970","5.530","4.970","11.74%"
"2008- 04- 01","4.940","5.140","5.150","4.940","-5.54%"
"2008- 03- 01","5.230","5.020","5.380","5.000","4.60%"
"2008- 02- 01","5.000","5.170","5.220","5.000","-2.91%"
"2008- 01- 01","5.150","5.740","5.990","5.140","-10.28%"
"2007- 12- 01","5.740","5.880","6.140","5.740","-3.04%"
"2007- 11- 01","5.920","5.500","6.000","5.360","7.83%"
"2007- 10- 01","5.490","5.550","5.570","5.390","-0.90%"
"2007- 09- 01","5.540","5.540","5.540","5.540","2.03%"
"2007- 08- 01","5.430","5.430","5.430","5.430","2.84%"
"2007- 07- 01","5.280","5.280","5.280","5.280","-1.12%"
"2007- 06- 01","5.340","5.340","5.340","5.340","2.10%"
"2007- 05- 01","5.230","5.230","5.230","5.230","3.77%"
"2007- 04- 01","5.040","5.040","5.040","5.040","5.00%"
"2007- 03- 01","4.800","4.800","4.800","4.800","-1.84%"
"2007- 02- 01","4.890","4.890","4.890","4.890","-2.20%"
"2007- 01- 01","5.000","5.000","5.000","5.000","0.20%"
"2006- 12- 01","4.990","4.990","4.990","4.990","2.46%"
"2006- 11- 01","4.870","4.870","4.870","4.870","3.84%"
"2006- 10- 01","4.690","4.690","4.690","4.690","0.86%"
"2006- 09- 01","4.650","4.650","4.650","4.650","-3.13%"
"2006- 08- 01","4.800","4.800","4.800","4.800","-3.23%"
"2006- 07- 01","4.960","4.960","4.960","4.960","-3.50%"
"2006- 06- 01","5.140","5.140","5.140","5.140","4.68%"
"2006- 05- 01","4.910","4.910","4.910","4.910","-1.21%"
"2006- 04- 01","4.970","4.970","4.970","4.970","-3.12%"
"2006- 03- 01","5.130","5.130","5.130","5.130","2.40%"
"2006- 02- 01","5.010","5.010","5.010","5.010","-2.34%"
"2006- 01- 01","5.130","5.130","5.130","5.130","-2.29%"
"2005- 12- 01","5.250","5.250","5.250","5.250","-2.05%"
"2005- 11- 01","5.360","5.360","5.360","5.360","2.68%"
"2005- 10- 01","5.220","5.220","5.220","5.220","8.07%"
"2005- 09- 01","4.830","4.830","4.830","4.830","8.30%"
"2005- 08- 01","4.460","4.460","4.460","4.460","-0.89%"
"2005- 07- 01","4.500","4.500","4.500","4.500","7.66%"
"2005- 06- 01","4.180","4.180","4.180","4.180","9.42%"
"2005- 05- 01","3.820","3.820","3.820","3.820","-4.50%"
"2005- 04- 01","4.000","4.000","4.000","4.000","-4.76%"
"2005- 03- 01","4.200","4.200","4.200","4.200","-4.98%"
"2005- 02- 01","4.420","4.420","4.420","4.420","2.55%"
"2005- 01- 01","4.310","4.310","4.310","4.310","27.51%"
"2004- 12- 01","3.380","3.380","3.380","3.380","-2.03%"
"2004- 11- 01","3.450","3.450","3.450","3.450","-3.09%"
"2004- 10- 01","3.560","3.560","3.560","3.560","-3.26%"
"2004- 09- 01","3.680","3.680","3.680","3.680","-1.34%"
"2004- 08- 01","3.730","3.730","3.730","3.730","-13.86%"
"2004- 07- 01","4.330","4.330","4.330","4.330","-5.46%"
"2004- 06- 01","4.580","4.580","4.580","4.580","2.00%"
"2004- 05- 01","4.490","4.490","4.490","4.490","-7.04%"
"2004- 04- 01","4.830","4.830","4.830","4.830","-0.62%"
"2004- 03- 01","4.860","4.860","4.860","4.860","-3.95%"
"2004- 02- 01","5.060","5.060","5.060","5.060","-3.62%"
"2004- 01- 01","5.250","5.250","5.250","5.250","4.79%"
"2003- 12- 01","5.010","5.010","5.010","5.010","-2.34%"
"2003- 11- 01","5.130","5.130","5.130","5.130","6.43%"
"2003- 10- 01","4.820","4.820","4.820","4.820","10.80%"
"2003- 09- 01","4.350","4.350","4.350","4.350","-8.03%"
"2003- 08- 01","4.730","4.730","4.730","4.730","-5.40%"
"2003- 07- 01","5.000","5.000","5.000","5.000","17.65%"
"2003- 06- 01","4.250","4.250","4.250","4.250","0.00%"
"2003- 05- 01","4.250","4.250","4.250","4.250","-8.01%"
"2003- 04- 01","4.620","4.620","4.620","4.620","-2.74%"
"2003- 03- 01","4.750","4.750","4.750","4.750","0.00%"
"2003- 02- 01","4.750","4.750","4.750","4.750","-3.46%"
"2003- 01- 01","4.920","4.920","4.920","4.920","-8.72%"
"2002- 12- 01","5.390","5.390","5.390","5.390","-5.27%"
"2002- 11- 01","5.690","5.690","5.690","5.690","0.89%"
"2002- 10- 01","5.640","5.640","5.640","5.640","0.89%"
"2002- 09- 01","5.590","5.590","5.590","5.590","-5.25%"
"2002- 08- 01","5.900","5.900","5.900","5.900","-3.12%"
"2002- 07- 01","6.090","6.090","6.090","6.090","1.67%"
"2002- 06- 01","5.990","5.990","5.990","5.990","-7.85%"
"2002- 05- 01","6.500","6.500","6.500","6.500","-6.47%"
"2002- 04- 01","6.950","6.950","6.950","6.950","-0.43%"
"2002- 03- 01","6.980","6.980","6.980","6.980","8.39%"
"2002- 02- 01","6.440","6.440","6.440","6.440","-4.87%"
"2002- 01- 01","6.770","6.770","6.770","6.770","1.04%"
"2001- 12- 01","6.700","6.700","6.700","6.700","5.51%"
"2001- 11- 01","6.350","6.350","6.350","6.350","3.76%"
"2001- 10- 01","6.120","6.120","6.120","6.120","22.40%"
"2001- 09- 01","5.000","5.000","5.000","5.000","-8.26%"
"2001- 08- 01","5.450","5.450","5.450","5.450","-9.02%"
"2001- 07- 01","5.990","5.990","5.990","5.990","-2.60%"
"2001- 06- 01","6.150","6.150","6.150","6.150","-6.82%"
"2001- 05- 01","6.600","6.600","6.600","6.600","-10.81%"
"2001- 04- 01","7.400","7.400","7.400","7.400","6.32%"
"2001- 03- 01","6.960","6.960","6.960","6.960","16.00%"
"2001- 02- 01","6.000","6.000","6.000","6.000","0.50%"
"2001- 01- 01","5.970","5.970","5.970","5.970","-13.60%"
"2000- 12- 01","6.910","6.910","6.910","6.910","-6.50%"
"2000- 11- 01","7.390","7.390","7.390","7.390","-6.46%"
"2000- 10- 01","7.900","7.900","7.900","7.900","-6.18%"
"2000- 09- 01","8.420","8.420","8.420","8.420","3.44%"
"2000- 08- 01","8.140","8.140","8.140","8.140","-1.57%"
"2000- 07- 01","8.270","8.270","8.270","8.270","-4.50%"
"2000- 06- 01","8.660","8.660","8.660","8.660","-6.07%"
"2000- 05- 01","9.220","9.220","9.220","9.220","-0.65%"
"2000- 04- 01","9.280","9.280","9.280","9.280","-2.42%"
"2000- 03- 01","9.510","9.510","9.510","9.510","0.21%"
"2000- 02- 01","9.490","9.490","9.490","9.490","-0.94%"
"2000- 01- 01","9.580","9.580","9.580","9.580","-4.68%"
"1999- 12- 01","10.050","10.050","10.050","10.050","2.03%"
"1999- 11- 01","9.850","9.850","9.850","9.850","8.84%"
"1999- 10- 01","9.050","9.050","9.050","9.050","-8.03%"
"1999- 09- 01","9.840","9.840","9.840","9.840","2.50%"
"1999- 08- 01","9.600","9.600","9.600","9.600","8.11%"
"1999- 07- 01","8.880","8.880","8.880","8.880","12.55%"
"1999- 06- 01","7.890","7.890","7.890","7.890","0.51%"
"1999- 05- 01","7.850","7.850","7.850","7.850","9.48%"
"1999- 04- 01","7.170","7.170","7.170","7.170","-2.98%"
"1999- 03- 01","7.390","7.390","7.390","7.390","-12.54%"
"1999- 02- 01","8.450","8.450","8.450","8.450","3.05%"
"1999- 01- 01","8.200","8.200","8.200","8.200","13.10%"
"1998- 12- 01","7.250","7.250","7.250","7.250","-13.69%"
"1998- 11- 01","8.400","8.400","8.400","8.400","-5.62%"
"1998- 10- 01","8.900","8.900","8.900","8.900","-23.93%"
"1998- 09- 01","11.700","11.700","11.700","11.700","4.00%"
"1998- 08- 01","11.250","11.250","11.250","11.250","-3.02%"
"1998- 07- 01","11.600","11.600","11.600","11.600","-14.39%"
"1998- 06- 01","13.550","13.550","13.550","13.550","-16.62%"
"1998- 05- 01","16.250","16.250","16.250","16.250","1.25%"
"1998- 04- 01","16.050","16.050","16.050","16.050","0.00%"
"1998- 03- 01","16.050","16.050","16.050","16.050","-3.31%"
"1998- 02- 01","16.600","16.600","16.600","16.600","0.00%"
"1998- 01- 01","16.600","16.600","16.600","16.600","-0.60%"
"1997- 12- 01","16.700","16.700","16.700","16.700","25.56%"
"1997- 11- 01","13.300","13.300","13.300","13.300","13.68%"
"1997- 10- 01","11.700","11.700","11.700","11.700","0.00%"
"1997- 09- 01","11.700","11.700","11.700","11.700","0.00%"
"1997- 08- 01","11.700","11.700","11.700","11.700","0.00%"
"1997- 07- 01","11.700","11.700","11.700","11.700","0.00%"
"1997- 06- 01","11.700","11.700","11.700","11.700","-4.10%"
"1997- 05- 01","12.200","12.200","12.200","12.200","0.00%"
"1997- 04- 01","12.200","12.200","12.200","12.200","0.00%"
"1997- 03- 01","12.200","12.200","12.200","12.200","1.67%"
"1997- 02- 01","12.000","12.000","12.000","12.000","-1.23%"
"1997- 01- 01","12.150","12.150","12.150","12.150","0.00%"
"1996- 12- 01","12.150","12.150","12.150","12.150","1.25%"
"1996- 11- 01","12.000","12.000","12.000","12.000","0.84%"
"1996- 10- 01","11.900","11.900","11.900","11.900","-1.65%"
"1996- 09- 01","12.100","12.100","12.100","12.100","-0.41%"
"1996- 08- 01","12.150","12.150","12.150","12.150","2.53%"
"1996- 07- 01","11.850","11.850","11.850","11.850","2.60%"
"1996- 06- 01","11.550","11.550","11.550","11.550","3.13%"
"1996- 05- 01","11.200","11.200","11.200","11.200","7.69%"
"1996- 04- 01","10.400","10.400","10.400","10.400","-8.77%"
"1996- 03- 01","11.400","11.400","11.400","11.400","0.00%"
"1996- 02- 01","11.400","11.400","11.400","11.400","0.00%"
"1996- 01- 01","11.400","11.400","11.400","11.400","3.17%"
"1995- 12- 01","11.050","11.050","11.050","11.050","-0.90%"
"1995- 11- 01","11.150","11.150","11.150","11.150","-2.62%"
"1995- 10- 01","11.450","11.450","11.450","11.450","-3.38%"
"1995- 09- 01","11.850","11.850","11.850","11.850","-4.44%"
"1995- 08- 01","12.400","12.400","12.400","12.400","-6.06%"
"1995- 07- 01","13.200","13.200","13.200","13.200","-4.35%"
"1995- 06- 01","13.800","13.800","13.800","13.800","-2.82%"
