,gdp_estimated
2017-10-01,-0.6035152012609615
2017-11-01,0.9257891858349012
2017-12-01,-0.0024194681333256085
2018-01-01,2.7186841776828032
2018-02-01,-0.4070103437973671
2018-03-01,0.43701790497806314
2018-04-01,1.6630748059715756
2018-05-01,1.4203058972466351
2018-06-01,1.0031383214334255
2018-07-01,1.0700860047164156
2018-08-01,1.239623833374992
2018-09-01,-1.9160882210128989
2018-10-01,3.495417414516055
2018-11-01,0.3832890848771058
2018-12-01,0.9397221953485086
2019-01-01,1.036496347549587
2019-02-01,-0.048839163944990105
2019-03-01,0.4254558096669143
2019-04-01,1.1980593474286252
2019-05-01,1.1820023667207806
2019-06-01,0.13974476888387244
2019-07-01,1.1490608313486632
2019-08-01,0.017249373179083705
2019-09-01,1.356826855107272
2019-10-01,0.6933772908314495
2019-11-01,0.7738342879650872
2019-12-01,1.7412964681818721
2020-01-01,-1.9453802705594967
2020-02-01,2.2521869709830753
2020-03-01,1.2753396453834398
2020-04-01,-2.131655053873203
2020-05-01,-3.197272181041285
2020-06-01,0.1866432619520424
2020-07-01,-0.25070921527884593
2020-08-01,-0.6483046049912673
2020-09-01,2.1727225129564545
2020-10-01,-1.5856833966751083
2020-11-01,-0.5738444053657759
2020-12-01,0.10759857983521215
2021-01-01,1.976341699366401
2021-02-01,0.28121540582048965
2021-03-01,1.0671913359551013
2021-04-01,2.8948577396608925
2021-05-01,3.102329632247063
2021-06-01,1.89516943879255
2021-07-01,0.7012849188164978
2021-08-01,1.949896022732446
2021-09-01,-0.5963153117465367
2021-10-01,2.1492052829979684
2021-11-01,1.914946718122792
2021-12-01,1.8652253155210587
2022-01-01,0.46950438106011916
2022-02-01,0.8820710772025677
2022-03-01,0.48194735324977955
2022-04-01,0.6484583773761301
2022-05-01,2.016406473565098
2022-06-01,0.8758461370391615
2022-07-01,1.026696176266114
2022-08-01,0.9657671520115514
2022-09-01,0.8202784195352137
2022-10-01,0.277398945711127
2022-11-01,0.42538657005911773
2022-12-01,-0.08929396833366354
2023-01-01,-0.06952757890820749
2023-02-01,0.9728621879512502
2023-03-01,0.7160597274301495
2023-04-01,-0.15031868619308852
2023-05-01,0.13799716866606104
2023-06-01,0.469980078435583
2023-07-01,-0.3102903963023209
2023-08-01,1.2108520437234347
2023-09-01,1.6312097759227981
