,moneraty_rate,cpi_rate,ccpi_without_arg_crd_oil,ccpi_without_food_energy,retail_consumption,vehicle_consumption,hushld_loan,durb_goods_sales,quas_drub_goods_sales,non_durb_goods_sales,estimated_consumption
2021-07-01,0.114,0.026000000000000002,0.018000000000000002,0.013000000000000001,1.072,1.0790000000000002,0.0298,0.111,0.102,0.062000000000000006,0.008956398303932911
2021-08-01,0.125,0.026000000000000002,0.019,0.013000000000000001,1.062,0.981,0.031000000000000003,0.024,0.109,0.032,0.0133280644284417
2021-09-01,0.128,0.024,0.02,0.013999999999999999,1.08,0.878,0.0318,-0.026000000000000002,0.184,0.026000000000000002,0.016924261127049256
2021-10-01,0.12400000000000001,0.032,0.027999999999999997,0.023,1.083,0.9159999999999999,0.0346,0.054000000000000006,0.14,0.079,0.02485874501930274
2021-11-01,0.129,0.038,0.024,0.019,1.058,0.892,0.0361,-0.017,0.133,0.048,0.02230469677818503
2021-12-01,0.132,0.037000000000000005,0.027000000000000003,0.022000000000000002,1.077,0.937,0.0366,0.028999999999999998,0.204,0.035,0.016637784703180447
2022-01-01,0.127,0.036000000000000004,0.03,0.026000000000000002,1.0590000000000002,0.904,0.0391,-0.099,0.166,0.094,0.01084263681639186
2022-02-01,0.11800000000000001,0.037000000000000005,0.032,0.028999999999999998,1.0490000000000002,1.011,0.0393,0.069,0.055999999999999994,-0.047,0.010369834742255613
2022-03-01,0.10800000000000001,0.040999999999999995,0.033,0.028999999999999998,1.072,0.9840000000000001,0.0398,-0.034,0.027000000000000003,0.051,0.01115215388176738
2022-04-01,0.095,0.048,0.036000000000000004,0.031000000000000003,1.061,1.003,0.0405,-0.046,0.062000000000000006,0.01,0.013174315910752021
2022-05-01,0.094,0.054000000000000006,0.040999999999999995,0.034,1.057,0.998,0.0414,-0.034,0.06,0.005,0.01599588852501377
2022-06-01,0.09,0.06,0.044000000000000004,0.039,1.051,0.995,0.042300000000000004,-0.067,0.035,-0.004,0.01881113271192625
2022-07-01,0.083,0.063,0.045,0.039,1.05,1.01,0.0453,-0.07200000000000001,0.044000000000000004,-0.018000000000000002,0.020357556085378814
2022-08-01,0.075,0.057,0.044000000000000004,0.04,1.082,1.0090000000000001,0.047599999999999996,-0.016,0.039,0.03,0.014911684909800105
2022-09-01,0.07,0.055999999999999994,0.045,0.040999999999999995,1.055,1.05,0.051500000000000004,0.02,-0.009000000000000001,-0.052000000000000005,0.011485807975397222
2022-10-01,0.064,0.057,0.048,0.042,1.066,1.056,0.0534,-0.023,-0.037000000000000005,0.0,0.008801143005776169
2022-11-01,0.059000000000000004,0.05,0.048,0.043,1.035,1.06,0.055700000000000006,-0.002,-0.098,0.001,0.010112861311093901
2022-12-01,0.05,0.05,0.048,0.040999999999999995,1.041,1.046,0.0564,-0.059000000000000004,0.003,-0.031000000000000003,0.014487547499889342
2023-01-01,0.044000000000000004,0.052000000000000005,0.05,0.040999999999999995,1.022,1.013,0.0547,-0.028999999999999998,-0.028999999999999998,-0.013000000000000001,0.01982354720844448
2023-02-01,0.040999999999999995,0.048,0.048,0.04,1.075,1.122,0.052199999999999996,0.0,0.053,-0.008,0.015041700271925862
2023-03-01,0.038,0.042,0.048,0.04,1.076,1.121,0.0496,0.024,0.040999999999999995,-0.023,0.009358001519941705
2023-04-01,0.032,0.037000000000000005,0.046,0.04,1.048,1.078,0.04820000000000001,-0.006,-0.028999999999999998,-0.011000000000000001,0.004028555036897252
2023-05-01,0.023,0.033,0.043,0.039,1.054,1.055,0.0483,0.019,-0.033,-0.003,0.0017470385853650683
2023-06-01,0.022000000000000002,0.027000000000000003,0.040999999999999995,0.035,1.064,1.192,0.0481,0.083,-0.022000000000000002,-0.005,-0.0013374455932320117
2023-07-01,0.025,0.023,0.039,0.033,1.03,1.045,0.048,0.013999999999999999,-0.059000000000000004,-0.019,-0.0035889135190791954
2023-08-01,0.022000000000000002,0.034,0.039,0.033,1.0270000000000001,1.02,0.0483,-0.019,-0.071,-0.055999999999999994,0.005071595462825762
2023-09-01,0.025,0.037000000000000005,0.038,0.033,1.0290000000000001,1.028,0.049,-0.028999999999999998,-0.079,0.004,0.010551402232686247
