,CDS_premium_AA,CDS_premium_BBB,spread_3y,bond_spread,CD_3mon,CP_3mon,credit_int_rate,deposit_int_rate,credit_deposit_spread,overnight_rate
2016-07-01,0.0043280952380952385,0.06503095238095238,-0.0003247619047619048,0.001834761904761905,0.01361904761904762,0.0152,0.0323,0.013200000000000002,0.0191,0.01226190476190476
2016-08-01,0.0040686363636363646,0.06487136363636364,-0.0001209090909090909,0.001792727272727273,0.01349090909090909,0.015127272727272729,0.0323,0.0131,0.0192,0.01233181818181818
2016-09-01,0.00392,0.06478210526315789,0.0006231578947368422,0.0019973684210526322,0.0134,0.01504210526315789,0.0327,0.013500000000000002,0.0192,0.012410526315789469
2016-10-01,0.0042055,0.0650915,0.0011070000000000001,0.002355,0.013545000000000001,0.015005,0.0329,0.0141,0.0188,0.01233
2016-11-01,0.004116363636363636,0.06518772727272727,0.0035886363636363637,0.00356,0.01418636363636363,0.015254545454545462,0.0336,0.0151,0.018500000000000003,0.01226818181818182
2016-12-01,0.004698181818181819,0.06589272727272728,0.004417272727272727,0.004677272727272729,0.015372727272727269,0.016531818181818182,0.0344,0.015600000000000001,0.0188,0.01223636363636364
2017-01-01,0.0046105,0.06637749999999999,0.003929500000000001,0.004684,0.014950000000000001,0.016705,0.0351,0.0151,0.02,0.012425
2017-02-01,0.0046405000000000005,0.0666545,0.0041545,0.004980000000000001,0.0149,0.016445,0.0345,0.0149,0.0196,0.012310000000000001
2017-03-01,0.0049913636363636375,0.06704045454545454,0.004588636363636364,0.005123181818181819,0.01478636363636364,0.01635454545454545,0.0348,0.0149,0.0199,0.01226818181818182
2017-04-01,0.0051695000000000005,0.06732300000000001,0.004282500000000001,0.005042,0.0143,0.0163,0.0342,0.0148,0.0194,0.01228
2017-05-01,0.00526,0.06752684210526315,0.004402105263157895,0.005672105263157894,0.01392631578947368,0.0162421052631579,0.0345,0.0148,0.0197,0.01230526315789474
2017-06-01,0.0053471428571428585,0.06770761904761904,0.004228095238095238,0.004923809523809524,0.0138,0.016,0.0344,0.0149,0.0195,0.012395238095238091
2017-07-01,0.00537952380952381,0.06780380952380953,0.004896190476190477,0.0051276190476190475,0.013885714285714279,0.01593809523809524,0.0345,0.0148,0.0197,0.01236666666666667
2017-08-01,0.0054027272727272735,0.06785000000000001,0.005295454545454546,0.005070454545454545,0.01388636363636363,0.0159,0.034300000000000004,0.0148,0.0195,0.01227727272727273
2017-09-01,0.005473809523809524,0.06791047619047619,0.005352380952380953,0.005010952380952381,0.0138,0.0159,0.0346,0.015300000000000001,0.0193,0.012528571428571429
2017-10-01,0.005476875,0.06797,0.00776,0.0042943750000000004,0.0138375,0.0159125,0.0346,0.0163,0.0183,0.01244375
2017-11-01,0.005592727272727273,0.06808772727272727,0.008884545454545454,0.003903181818181818,0.014499999999999999,0.01699545454545454,0.0355,0.0179,0.0176,0.01257727272727273
2017-12-01,0.005490500000000001,0.06808900000000001,0.0059975,0.003723,0.0166,0.018000000000000002,0.0362,0.0181,0.0181,0.015085
2018-01-01,0.005325909090909091,0.06794772727272727,0.006897272727272728,0.004362727272727273,0.016550000000000002,0.018000000000000002,0.0369,0.018000000000000002,0.0189,0.01494090909090909
2018-02-01,0.005386666666666667,0.06774000000000001,0.007767222222222222,0.004933888888888889,0.0165,0.018000000000000002,0.0368,0.018000000000000002,0.0188,0.01489444444444444
2018-03-01,0.005603333333333333,0.06780095238095238,0.007707142857142857,0.00436952380952381,0.0165,0.01808571428571429,0.0367,0.018500000000000003,0.0182,0.014919047619047622
2018-04-01,0.006019523809523809,0.06820428571428572,0.006924761904761905,0.004624761904761905,0.0165,0.0182,0.0365,0.0182,0.0183,0.014728571428571431
2018-05-01,0.006096999999999999,0.0682255,0.0075015,0.005068,0.0165,0.0182,0.0368,0.0184,0.0184,0.01497
2018-06-01,0.006304736842105263,0.06840631578947369,0.006748947368421053,0.004806315789473685,0.0165,0.0182,0.0365,0.0187,0.0178,0.014884210526315791
2018-07-01,0.006528181818181818,0.06859454545454545,0.005972272727272727,0.004519545454545454,0.0165,0.0182,0.0367,0.0182,0.018500000000000003,0.01485454545454545
