index,bank_int_spread,m1_rate,m2_rate,lf_rate,liquidity,nonbank_deposit,deposit,nonbank_loan_rate,krw_deposit,sup_CD,finan_bonds,comp_loan,simple_loan,mortgage_loan,money_mort_loan
2007-06-01,0.015500000000000002,-0.075,0.109,0.10400000000000001,0.114,0.14629916457664527,0.035085018538935614,0.060599999999999994,0.035085018538935614,0.3601199810842972,0.2308618957227659,0.0647,0.0661,0.0613,0.060300000000000006
2007-07-01,0.0144,-0.084,0.109,0.1,0.10800000000000001,0.14738428833199949,0.02815158946983322,0.0596,0.02815158946983322,0.4152406407716825,0.21190903803664007,0.0646,0.0649,0.062400000000000004,0.0608
2007-08-01,0.014499999999999999,-0.086,0.114,0.10300000000000001,0.111,0.14585093987283565,0.023580762403321673,0.0613,0.023580762403321673,0.4211435015945557,0.20593857807656052,0.0659,0.0652,0.0638,0.0609
2007-09-01,0.014199999999999999,-0.087,0.11,0.10300000000000001,0.109,0.13088533099012828,0.0032201488559632364,0.059000000000000004,0.0032201488559632364,0.4383403637237975,0.22539545415995463,0.0674,0.0666,0.0652,0.062400000000000004
2007-10-01,0.0152,-0.107,0.10800000000000001,0.10400000000000001,0.11900000000000001,0.14389754453451092,0.012858547070420482,0.061,0.012858547070420482,0.47430445644800967,0.24523285791264166,0.06820000000000001,0.0678,0.0655,0.0629
2007-11-01,0.013000000000000001,-0.11199999999999999,0.113,0.10400000000000001,0.115,0.13445050236880152,0.017259039888784487,0.0654,0.017259039888784487,0.4721622822048301,0.25749218816173963,0.06820000000000001,0.0675,0.0659,0.0637
2007-12-01,0.0124,-0.125,0.115,0.106,0.113,0.12893935138464044,0.0007602717578688142,0.0616,0.0007602717578688142,0.33268342406417967,0.23781746356235203,0.0716,0.0696,0.06849999999999999,0.066
2008-01-01,0.0124,-0.135,0.125,0.114,0.127,0.15788360153601452,0.05185849457425609,0.0602,0.05185849457425609,0.2682404609914262,0.22547754126294783,0.0726,0.0709,0.0708,0.0665
2008-02-01,0.015,-0.132,0.134,0.11599999999999999,0.13,0.1690798808372597,0.052865287670365316,0.0618,0.052865287670365316,0.3126090120114807,0.205135115139268,0.0693,0.0732,0.0672,0.0658
2008-03-01,0.015700000000000002,-0.106,0.139,0.11900000000000001,0.125,0.15780822603457675,0.04535819983562497,0.07,0.04535819983562497,0.30467580432684077,0.18506717269768885,0.0692,0.0704,0.067,0.0661
2008-04-01,0.0146,-0.023,0.149,0.127,0.145,0.1838207409967187,0.06401349845410186,0.0633,0.06401349845410186,0.32497677334338587,0.21537116242505783,0.06910000000000001,0.0698,0.068,0.0668
2008-05-01,0.015700000000000002,0.01,0.158,0.131,0.14400000000000002,0.17768357308936053,0.06820855052876329,0.0639,0.06820855052876329,0.2806200615113181,0.19832172524047487,0.0696,0.069,0.0679,0.067
2008-06-01,0.0152,0.01,0.151,0.127,0.13,0.15279277982392084,0.056533370825827566,0.0652,0.056533370825827566,0.3014217040906743,0.178954804848456,0.0704,0.0718,0.0677,0.0675
2008-07-01,0.014499999999999999,0.013999999999999999,0.14800000000000002,0.121,0.134,0.15059017585110573,0.07060130577858695,0.0611,0.07060130577858695,0.2998979310503226,0.17451915730485687,0.0712,0.0741,0.0692,0.0679
2008-08-01,0.013999999999999999,0.022000000000000002,0.147,0.11800000000000001,0.134,0.1526678399435434,0.09544518369379668,0.0545,0.09544518369379668,0.24349551522663232,0.19308408100994182,0.073,0.0756,0.0716,0.069
2008-09-01,0.0139,0.027000000000000003,0.145,0.122,0.12,0.1207653537340922,0.10721118371873568,0.061500000000000006,0.10721118371873568,0.1984364853504206,0.18305473769919103,0.07440000000000001,0.07400000000000001,0.0725,0.0699
2008-10-01,0.0148,0.042,0.142,0.11900000000000001,0.111,0.09330587767437484,0.14086454387130284,0.055999999999999994,0.14086454387130284,0.1738161251070721,0.16658475589619984,0.078,0.07690000000000001,0.0758,0.0712
2008-11-01,0.0158,0.055,0.14,0.114,0.111,0.10875613053399552,0.13856826260837166,0.057,0.13856826260837166,0.12836634583787077,0.16432292068806556,0.0751,0.0755,0.0742,0.0714
2008-12-01,0.0131,0.052000000000000005,0.131,0.10400000000000001,0.10099999999999999,0.12615158574228935,0.129532676723447,0.060700000000000004,0.129532676723447,0.0718426337766217,0.1701018813590571,0.0687,0.0719,0.0681,0.0713
2009-01-01,0.0175,0.083,0.12,0.092,0.102,0.11763906456410812,0.11794288579193053,0.061,0.11794288579193053,-0.02222134658445156,0.13706460004982357,0.05940000000000001,0.06849999999999999,0.0563,0.0664
2009-02-01,0.0234,0.098,0.114,0.08800000000000001,0.102,0.11357277394734999,0.1349512879601888,0.0637,0.1349512879601888,-0.05250051196314527,0.1325424074049646,0.0556,0.0717,0.0538,0.0649
