,export,import,exp_price_index,imp_price_idx,dollar,bis_rate,finance_balance,capital_balance,current_balance
2011-10-01,0.07552191278632248,0.15428394754263364,0.024123182207014482,0.1445058908391441,-0.05780494015788129,0.049432835820895527,0.7945785993497243,-0.9240506329113924,-0.16247010831340536
2011-11-01,0.11516185100319642,0.11226416177544851,0.014240641255222952,0.10709231011165277,0.029729729729729648,-0.012174308795084854,0.5268611073074989,-0.04761904761904767,0.7051186658114172
2011-12-01,0.0815127175428787,0.1356016621832734,-0.010212694125590782,0.061183022275737464,0.007699037620297444,-0.010596636719649721,-6.553492484526967,-3.831111111111111,-1.9966741212225472
2012-01-01,-0.0734281148163719,0.03658693652889422,-0.0061210799932920334,0.07658577152793522,-0.024743879145684877,0.016763678696158246,-1.1769789322969932,-0.4385964912280702,-0.2758577035067731
2012-02-01,0.20403691311492445,0.23895649827144916,-0.011571604431678262,0.05228710104427137,-0.004095077005252357,0.003434852301350988,-1.0934882162403663,0.07407407407407396,-2.9213324410736856
2012-03-01,-0.015049510653769804,-0.01124844269686287,-0.033021507955544815,0.032654220203024,0.012782694198623323,-0.005248744865358201,-1.9735835735718066,-0.4933333333333333,-2.4682360661116354
2012-04-01,-0.05031182058534023,-0.005235431952216096,-0.05419841332181308,0.015239170311838413,-0.0026478375992938785,0.0004588208304654451,-0.4269553274540986,-1.09375,-0.9431085965739431
2012-05-01,-0.009697002169535618,-0.01776734477596209,-0.06359579215811295,0.017733564013840963,0.04451327433628305,-0.018229763815638678,1.32604432241616,-1.1923076923076923,-5.021648492623476
2012-06-01,0.009108692783664551,-0.06316023202527388,-0.07713963963963955,-0.013332367219766716,-0.02956875370668466,0.02545836739460472,2.341996830427892,-0.4871794871794871,3.591693145710395
2012-07-01,-0.08748564073794884,-0.05235737416242403,-0.07234726688102877,-0.009391738205297595,-0.012921250218264513,0.012071518050335905,1.6849460684695954,-56.0,1.1264090585965265
2012-08-01,-0.05998594385170819,-0.09400280024891094,-0.057872615583575926,0.004537470725995529,0.0036263930656290633,-0.007764149881849813,-0.45948829219781206,-0.4242424242424243,-0.6380718040487641
2012-09-01,-0.023616517094409928,-0.06006991822275998,-0.03879204517554624,-0.022344788573044894,-0.020534061866572695,0.004989793603991766,0.7303212031774937,-0.2727272727272728,1.1641023929513068
2012-10-01,0.010174739152708723,0.015690157076472255,-0.024056130972268552,-0.06379551820728302,-0.01862515745906068,0.022681110358835355,0.42436333285833494,3.083333333333333,1.0399731273093717
2012-11-01,0.03896000649387421,0.008627106495274983,-0.02782915755843296,-0.07855113636363642,-0.007151370679380209,0.011806245172680141,0.3602325720435251,-1.35,0.23199963886422803
2012-12-01,-0.0600793926322255,-0.05318626779079916,-0.011511895625479718,-0.0895681157364725,-0.011358389509650069,0.018756815703380614,1.0606591307116702,-0.9591836734693877,3.1363557908060518
2013-01-01,0.10856097415464205,0.04089526160991941,-0.011980089428836549,-0.10568820224719111,0.017186624322809818,-0.015842432027403208,6.828084368679573,-0.16666666666666663,-2.202972027972028
2013-02-01,-0.08602494108754732,-0.10291604538041521,-0.023580205911657215,-0.08568034104409794,-0.005509641873278293,0.010767892103545895,-11.213859020310633,-0.5,-1.8562306501547987
2013-03-01,-0.0003615691140321786,-0.023897571695245423,-0.038696874483214794,-0.10778854746683164,0.02594644506001842,-0.01840094694931682,1.0761421319796955,-3.157894736842105,0.8827374301675976
2013-04-01,0.0013704596405914593,-0.0070280902485636565,-0.04576031891038945,-0.09722029186935377,-0.008910089100890861,0.0069063801797850655,-2.3042573320719018,-6.333333333333333,-35.805939226519335
2013-05-01,0.03061939044371087,-0.04699750602170549,-0.020936170212765948,-0.09647258818529547,0.02588085724664002,-0.014371257485029876,4.271953121706505,10.0,0.9155867458830098
2013-06-01,-0.009999914126880727,-0.03034353139615542,0.0061884424300533425,-0.04340163031504729,0.010887846330884354,-0.008395007179940461,0.5476416287303996,1.4833333333333334,0.12447893496778861
2013-07-01,0.026010752606565823,0.0335304179203324,-0.0014731369150779994,-0.04303384934449306,-0.016199649737303035,0.0151498273365267,0.05759333007289413,-1.2,-0.16845561459017366
2013-08-01,0.07587748324254928,0.011629287370327868,-0.009008236101578526,-0.05267375783185202,-0.012016021361815787,0.017557335674311503,0.9088415348074803,-10.578947368421053,2.9488875154511742
2013-09-01,-0.016780652074543823,-0.035341786511530415,-0.014474244359301891,-0.08129610878055826,-0.03180180180180181,0.022646392753154387,0.23772886461376563,3.0625,0.21026170905109254
2013-10-01,0.072051080790422,0.051292657637491246,-0.008901061280383593,-0.07292991248410496,-0.013026891225458193,0.009068860065380102,0.38892938301247737,-0.5918367346938775,0.47154069926999287
2013-11-01,0.00208726046509633,-0.006349775020649928,-0.002594482400760989,-0.04902111916139984,-0.0023569341001226096,0.013376528372870844,-0.14044283281138392,-1.0,-0.2804152671755725
2013-12-01,0.06921723617692588,0.02976790162991283,-0.0025879917184263856,-0.03528587007322026,-0.0026460026460026764,0.006393730019593757,0.11126992711633044,1.923076923076923,-0.12875900631485226
2014-01-01,-0.002484547307694762,-0.012162609122708501,-0.018785756980616575,-0.029996073812328272,0.01421262080727681,-0.022440823854903202,0.16199756394640663,-0.625,-0.3323281499782008
2014-02-01,0.013698862158993963,0.0396229002420061,-0.022278911564625692,-0.04761904761904778,-0.0027092675635276287,0.012683438155136173,2.7797988068779973,-2.206896551724138,1.175141242937853
2014-03-01,0.03702362900247658,0.035972107890946514,-0.01496645449853784,-0.044995762385391824,-0.0026229508196721207,0.006831590932615539,-0.31576726044941206,-1.3170731707317074,-0.08269784279398229
2014-04-01,0.08903179681495654,0.05097781603616047,-0.005483028720626559,-0.06943268416596093,-0.029585798816567976,0.029916726637195357,1.7408482034914647,-2.625,0.36421357566618373
2014-05-01,-0.015119310517856865,0.005133513725471328,-0.003998609179415968,-0.06843838193791174,-0.012679055361982217,0.010980235575963171,-0.30842182702149445,-0.6090909090909091,-0.04786536500072869
2014-06-01,0.024345728596033123,0.043148652949009936,-0.002772002772002846,-0.08820819898664212,-0.008136457210077497,0.005134281200632085,1.00623021141865,-0.825503355704698,0.13831907162114643
2014-07-01,0.051823015998792465,0.0571521751722619,0.0015620932048943104,-0.08552631578947356,0.01591223561968791,-0.012868369351670017,-0.429181714084383,-6.727272727272727,-0.10995606352123588
2014-08-01,-0.0043827493572254905,0.028803509059674992,-0.00450177473811797,-0.09866953779896936,-0.013522716217530983,0.017912230072644197,0.36857047720860114,-0.3846153846153847,0.06332462085048429
