,consumption,construction,facility,production,labor,consumer_expectation,business_expectation,current_balance,monetary_market,credit_premium
2004-03-01,0.002396018627049084,0.022751548636398937,0.008094507169384193,0.04962369054681788,0.03999999999999933,0.9374371815080755,0.8141274664614713,-3.4890650371736798,0.05622287707932467,0.00745017244866429
2004-04-01,0.003906906954608218,0.024000707340465666,0.006342259076224952,0.03939520188024638,0.03685099999999976,0.9389563218377777,0.874059186097586,-1.519127843157267,0.05863369530724874,0.007292056416452977
2004-05-01,0.002544922854161496,0.010357206687874215,0.022638998209957566,0.038965002709355524,0.03499999999999983,0.8715616264574836,0.7935909425810556,-56.41922573141885,0.061724910829289305,0.007067338881155673
2004-06-01,0.003620699192690482,-0.001184323940253753,0.026254355420087545,0.04060835725503752,0.03399999999999956,0.8570092007057081,0.7705372355208764,-1.0568410549068188,0.06365194284410858,0.006854957857195686
2004-07-01,0.0021167989615594428,0.010450837298401782,0.021335159129183302,0.030555788873205397,0.03600000000000063,0.8583554846489091,0.7218180009094689,1.2053663116450706,0.06600192433904056,0.0067091462336134125
2004-08-01,0.004520291642593106,0.008653733064573078,0.037304653689450254,0.028103985972460915,0.03600000000000063,0.8674846185614896,0.7275694348638352,0.5467829986675078,0.06524902755587868,0.006760568897676779
2004-09-01,0.005007192095101287,0.01670660962487177,0.00803478124734824,0.030773657883183415,0.03300000000000056,0.8734975203594095,0.7388683753171843,0.09658642477409378,0.06696257759536581,0.005189823132979161
2004-10-01,0.007251095997824472,-6.174666274454451e-05,0.006259801919581556,0.02048666875715128,0.03399999999999956,0.8409807975486439,0.7432771195098091,0.1893973676796774,0.06760497426462098,0.005075158628662085
2004-11-01,0.006775527781526426,-0.00612025464784653,0.02393319916301161,0.02484114177004601,0.03499699999999983,0.8438091391326942,0.7421312262633967,0.8363898077006107,0.06970011056008096,0.004764077467434064
2004-12-01,0.007762103319904422,0.0006957746570115468,-0.004853103185842141,0.011957173921279209,0.03800399999999966,0.8542353603444759,0.7161585264187449,0.18771986518774936,0.07006957350613181,0.004704749107696469
2005-01-01,0.004696628588626161,-0.006174117136526987,0.04495273592957021,0.040072481544246454,0.042615503174603137,0.9500748530911987,0.7328059591489767,1.038509498338514,0.07053981272003848,0.004919657913912862
2005-02-01,0.005512887029338714,-0.019363580347420632,-0.021797546587251748,-0.009926272157811684,0.04300219484126928,1.0874402915167913,0.7627062027415488,0.061064908880275,0.07066223068939537,0.006242574708218612
2005-03-01,0.010302040096660983,0.005323335145798289,0.002739757738729861,0.028812128895701186,0.040994999999999455,1.104527862282867,0.8288963423066897,0.06469518005355326,0.06945627073960008,0.006362100979539342
2005-04-01,0.013709920883454994,0.007536375589174498,0.004770490571324874,0.026574379826390947,0.03799999999999966,1.0520193595843879,0.8646783108127443,-1.8158425065514614,0.06964065322691326,0.005594893842288357
2005-05-01,0.01650345308364947,0.016800598107482516,0.021093917137649767,0.03798130101011392,0.03567700000000031,0.9742688588427837,0.8126317032020914,7.109587138499378,0.07009986706822247,0.004668270816476433
2005-06-01,0.017130111315999095,0.017084673170767534,0.006219759426067292,0.03866344158967763,0.036007000000000615,0.9331065743428346,0.799619412239654,0.0003743615923435203,0.07071003087852504,0.004715740460812959
2005-07-01,0.016712797931520723,0.00022910672195286188,0.03724911598990939,0.04622425457350613,0.036999999999999617,0.9006617664973001,0.7415859870481919,-0.27019653366086216,0.0718334095894868,0.0047640600822548215
2005-08-01,0.015288983064120253,0.003087551327927206,0.0049540001521142275,0.0521713357877243,0.035981000000000596,0.9451180882576065,0.7696455977771254,0.033386114401157366,0.07246765756062663,0.004773081512731353
2005-09-01,0.014660088558116154,0.0016414189273987996,0.0037446826333834334,0.051789803374624875,0.03600000000000063,0.9878315590652577,0.7887365822572866,2.4549156082454693,0.06996992214179457,0.0056064528260758245
2005-10-01,0.015095062605241598,-3.039264781903935e-05,0.0225409195793994,0.04789231034447279,0.03600000000000063,1.0074322310581756,0.8304365773348744,0.007142745207836956,0.06976818980791583,0.005115716855602933
2005-11-01,0.017941630794985113,0.021123561621442733,0.03656445670344473,0.07952041037180417,0.03300000000000056,1.0464348524438642,0.8445407905954987,-0.14757288570978766,0.06838712483558688,0.0051696925535397115
2005-12-01,0.018069106854660243,0.004622096084561831,0.05557657656119177,0.08359824870367415,0.035001999999999825,1.0611780618161004,0.840349221212931,0.06056584882646844,0.07068134644726173,0.005221337754150783
2006-01-01,0.017031909352565888,-0.004150872638306718,-0.010207687274377642,0.05373384578454719,0.037598999999999654,1.059600585609651,0.844906690823713,-0.20065891017628307,0.07053758137637213,0.005374761405567748
2006-02-01,0.016416309534919772,0.016063672291207327,0.029482717825780932,0.08608984486095744,0.041000999999999455,1.0557533564997263,0.7802286505528684,-2.6780181126528273,0.07106817032180146,0.005523136945435105
2006-03-01,0.016207544177481405,-0.000961766160185134,0.03946993127117035,0.053421365679521486,0.03900100000000077,1.0593844832839956,0.8663236973461391,-5.2318456720637565,0.0728803207075046,0.004582055345336841
2006-04-01,0.015476372529272458,-0.012736998155129681,0.05036738685302689,0.05619266544922466,0.03499999999999983,1.032554031201143,0.8605229116929511,0.21514506883333503,0.07404000490407037,0.0038740830598986194
2006-05-01,0.01622136768454481,-0.014137416000693096,0.051174246955693545,0.061125305678005025,0.03233700000000018,0.9806056388897781,0.8146708908001339,0.06978163908377423,0.07477605118413787,0.003608547276160075
2006-06-01,0.016480945343127693,-0.008298584815232905,0.021929525188317655,0.047880601493642636,0.03399999999999956,0.9427993710479134,0.8122704346431686,0.2581455627685037,0.07480625957570027,0.0033688308566788444
2006-07-01,0.011815599070063488,-0.007784115417921639,0.011839193386758023,0.012846633992439177,0.03399999999999956,0.9362955536636933,0.7380887717790884,-0.24685510411714146,0.07412002454616089,0.003354188355197201
2006-08-01,0.016977340830255327,-0.003875966735932049,0.0700989591043151,0.06109312115369275,0.03399999999999956,0.946854541065138,0.7163462468487412,-0.38129925562712413,0.07493272263441635,0.0034824223074367768
2006-09-01,0.016980500533383017,0.027098596561292248,0.07404266525452184,0.09192394196556505,0.03200000000000002,0.947481108343495,0.8036488070575031,1.0626767458546242,0.08152274040913811,0.003591433312711702
2006-10-01,0.014581530142959914,0.0048425009197028,0.0025673932988749763,0.041007875935979266,0.03300000000000056,0.9526901055720294,0.828904907125676,0.07764072234806685,0.08577384825405948,0.0036730947381465456
2006-11-01,0.016703242909034202,0.007240116177958828,0.03444557874328975,0.05238937962196773,0.03200000000000002,0.9515839353740806,0.8035036466317158,0.21335812238907978,0.09169285801260686,0.003483932442233319
2006-12-01,0.015714127082649246,0.006014458881922138,0.02411188287916724,0.04104975575335278,0.03300000000000056,0.9467999545120632,0.8138914996485404,-0.10995021140451627,0.09432606267608547,0.003681473497795043
2007-01-01,0.017034062445060557,0.024889104208711123,0.05520729167244163,0.053863085917146156,0.03600000000000063,0.9482973032607865,0.7861725919437778,-0.3922775713406277,0.09884173858651504,0.003916880328098174
2007-02-01,0.017537673419974725,0.01752774309273648,0.04366814948512323,0.05178095944380092,0.036999999999999617,0.9919447176391942,0.786800499246224,-1.361525699940563,0.0986484105885113,0.003949450505037883
2007-03-01,0.017423573860218124,0.0019672819836034907,0.023108189705406273,0.046969343571466406,0.03499999999999983,1.0178295599864784,0.820990808342517,0.23248000041053246,0.09999068870671665,0.004193180816156417
2007-04-01,0.015935893990234467,0.013685359405596604,0.04674660658940547,0.05089029756430731,0.03399999999999956,1.045107884069576,0.8524105385786377,0.18931368608155494,0.09866460838993758,0.003968500004683789
2007-05-01,0.017130468660274612,0.009215967763725137,0.02292451105394758,0.052221758058492045,0.03200000000000002,1.0446713526031772,0.8651134663672493,25.433682942413995,0.09934626712181512,0.003985429994280536
2007-06-01,0.017238614261899474,0.0033543365016234965,0.025030825608764504,0.06880000032468711,0.03200000000000002,1.0455254752053986,0.8675561981385956,0.19847539060416158,0.09715890096542956,0.004054324817589782
2007-07-01,0.01826794379628407,0.013512648403760423,0.021113379057874807,0.10520283059340325,0.03272000000000038,1.0657641007886536,0.8633174296524168,0.11838255465207001,0.09467294874204878,0.0039766527883908906
2007-08-01,0.016876788885696346,0.011160141191116218,0.010025288568378367,0.07202117115156961,0.031010999999999553,1.0879464540144799,0.8249145948339281,0.7595103974829801,0.09946308866272144,0.00421479403496769
2007-09-01,0.014329663099657266,-0.012967987910185904,-0.017930802901408457,0.01213324852888326,0.03000000000000038,1.0755596610973293,0.8442265590126385,0.0542391646131669,0.10441997539136462,0.004835808629000502
2007-10-01,0.017357283755107804,0.0175302611931108,0.05312570818151072,0.1008788035600934,0.03000000000000038,1.0572271295812665,0.8473813811155249,0.36805401845070057,0.10664127311863761,0.005597154151241625
2007-11-01,0.015174212753958988,0.003569925307853447,0.051471062085183615,0.056602328423717874,0.03000000000000038,1.031835041951242,0.8493109237075357,0.24064075215801967,0.10523746561225505,0.006726232144896093
2007-12-01,0.01371474574954317,0.010719072043173749,0.04412863022245543,0.06456927079221297,0.030999999999999542,1.0141633732215958,0.827187278268818,0.2525676922904315,0.10914324221472857,0.009564373729120548
2008-01-01,0.0151665742169667,0.000995240410721032,0.006884766236785446,0.08589938673423302,0.03299100000000055,1.0267498326702642,0.822644492558376,-1.6088443412306581,0.11567751454634574,0.012410413270724207
2008-02-01,0.01265044139520854,-0.009942680712926,-0.003177666978672997,0.06383744811478469,0.03499999999999983,1.0251476175140761,0.8140150759470618,-1.4515685809388137,0.11896589957833265,0.01082574248943646
2008-03-01,0.008940826719868778,-0.007775350888921179,0.004903409365227858,0.06464000410333451,0.03399999999999956,0.9583106331673781,0.8140087438883165,0.008991898951268047,0.11986238823587374,0.007877325136595082
2008-04-01,0.00879727333819538,-0.008055152728369545,0.004451539786184577,0.0676407433344968,0.03200000000000002,0.9325271094804496,0.8453325259504418,0.3664481296483958,0.12372745346516142,0.009841155415611032
2008-05-01,0.00862971472881967,-0.006650027825086186,0.004582857084635835,0.05492103009170476,0.030913999999999633,0.8647260068693885,0.8304579457520295,-1.7368902462982336,0.12633571547814904,0.009842921515821805
2008-06-01,0.006562597806982977,-0.011261677868881952,0.011343821895890631,0.03118875356738209,0.030999999999999542,0.7726974266894631,0.7503390939114809,-1.4068809675372815,0.122789944212048,0.009649645711799439
2008-07-01,0.008978400270503586,-0.005671690167993523,0.04235383217906621,0.04765309379680349,0.030999999999999542,0.7823848143811334,0.7455100635990696,-1.054293876442385,0.12096016955476105,0.009645173582807785
2008-08-01,0.0047849164311786685,-0.01619483402791747,0.005299384265096811,0.014553924485465029,0.030999999999999542,0.9255877215181589,0.7377069139277624,-1.4320107182048483,0.11880486805209724,0.012640114396124271
2008-09-01,-0.007491192024895928,-0.013430932045755808,0.024917506119840838,0.04127564811818567,0.02999900000000038,0.9357882730372016,0.7251992163422138,-0.8406102648254897,0.11891755696734892,0.01491388747731273
2008-10-01,-0.011253335472489275,-0.03250308044235289,-0.04190874890470771,-0.004894517110137801,0.03000000000000038,0.8057418996212723,0.6670864382316114,0.27806652384124275,0.11830706211367326,0.024503191948255693
2008-11-01,-0.013265263575976769,-0.026621769385323953,-0.07250622657486794,-0.05247586805414175,0.030272000000000146,0.7545512382755389,0.555372793867898,1.2635298116770344,0.11672476173007044,0.028651715206908818
2008-12-01,-0.01345425217329261,-0.02243012970103748,-0.062377849558537105,-0.06379335661041585,0.03299900000000055,0.7195639942158235,0.5188092113997066,2.642417630640049,0.1099651168900539,0.039975589942685553
2009-01-01,-0.011935579318616748,0.0006059456447233577,-0.0749692208556161,-0.07476774858732434,0.03599900000000062,0.7626868099069994,0.5197456280663733,1.9218227521497737,0.08580228236641325,0.035605926274248904
2009-02-01,-0.0052012424813400624,0.01571034378956695,-0.04961978249984032,-0.030301787288229517,0.038998000000000775,0.8005085976663698,0.5198735923520872,-1.4679537929445128,0.08409581492993935,0.030836476017810706
2009-03-01,-0.002301143453306,0.0074610380563177705,-0.05359873571712617,-0.04254742224847819,0.039984999999999354,0.7552477926656713,0.5751700831285153,0.5760778195429446,0.08349987144120456,0.026889724911155894
2009-04-01,0.0010196315933655568,0.011619132337260312,-0.06382874405791822,-0.010559164858931686,0.03799999999999966,0.9513740683612146,0.6826819824600868,-1.1887087170489008,0.08026172926904433,0.019965821565533774
2009-05-01,0.0033235280620080294,0.0035927512824112033,-0.04206115751782104,-0.028295175096966614,0.03799999999999966,1.0474962778027948,0.7355693769591881,0.506698115705255,0.07981443109621814,0.013039705526068384
2009-06-01,0.0036842294556276452,0.025798639839239784,-0.015137291361783026,0.027963432078979136,0.038112999999999744,1.0630098506873744,0.7401957468211614,-1.8682022501120576,0.0792556828217517,0.011417350883096113
2009-07-01,0.004192830430897956,0.006234592231616905,-0.03972478925862068,0.011779915631589448,0.036999999999999617,1.0815147614023466,0.7853886291114983,-1.6707941769770809,0.07911131052327543,0.012899759992870356
2009-08-01,0.006101364774990091,-0.010990167924956563,-0.039906880622244095,0.010917463408563203,0.036998999999999616,1.165494427411996,0.8214424135707067,-1.3886850028265507,0.07963920973198407,0.012836428937926157
2009-09-01,0.01544577165666862,0.02640963466490631,0.02627448729336435,0.07997084934716223,0.03300000000000056,1.1658747934916152,0.8651135170349826,0.8356744287572268,0.07967205685557377,0.011481912580758815
2009-10-01,0.018043485585436586,-0.0038244449878140486,-0.0135650111261268,0.014886302024836706,0.032033000000000034,1.1823938442550843,0.8696629730405181,0.27011725401982656,0.08012623956854409,0.011251164275222629
2009-11-01,0.018909819187690066,0.015801340936664677,0.04512143991076656,0.08476397880094681,0.03300000000000056,1.1648806938777787,0.8611478755877003,0.2484655206247992,0.0797442000773364,0.0111597283643089
2009-12-01,0.02112722382300891,0.01830369273377537,0.07294759617385732,0.1261758099372571,0.03499999999999983,1.1570431600921742,0.8729152972474384,-0.1697982790023579,0.08007753974053992,0.011133546264637912
2010-01-01,0.021779956619678614,0.013126412443508576,0.10445691812380516,0.10590046717798413,0.050290999999999544,1.1549556907623695,0.8802727113922878,-13.280420109047233,0.07822663216263541,0.011387263406840261
2010-02-01,0.017431171803782078,-0.005351382507308557,0.07775423132083051,0.08886356654939825,0.0484842499999999,1.1263906511093194,0.8783794126558426,-1.1672532919626035,0.07885186046907923,0.011525044929880362
2010-03-01,0.013871090321981833,0.006137987224008712,0.11771085802979851,0.10954007179268783,0.04099999999999946,1.1332831620926598,0.8825314981450951,6.809195606350374,0.08392547178217133,0.01061573649214991
2010-04-01,0.011514286648879726,-0.013541068068037919,0.11690755148567705,0.07061647807514732,0.036999999999999617,1.1372231217477509,0.9347766781020733,-2.186953789681777,0.08343768492052485,0.009290972004861321
2010-05-01,0.009976231105132523,-0.001507254155498407,0.06790930380998887,0.09077302216840978,0.03197000000000001,1.1347317755829975,0.9380032418533593,0.3178623029117858,0.08382930278169912,0.0086231217297463
2010-06-01,0.011369792395148095,-0.017910007636528957,0.06835870301312458,0.07115176992547893,0.03499999999999983,1.1461784319562973,0.9362563268378173,0.38252320628134456,0.08373517458270753,0.009105313020985611
2010-07-01,0.012535005778427456,-0.00019052001252993728,0.07637700035701586,0.06590483996275191,0.036999999999999617,1.1573062882348404,0.9231023564923382,-1.3935969830052846,0.08244646366031892,0.009208759652867092
2010-08-01,0.012328632349095606,-0.001987179440645673,0.09845642773897978,0.055671991368451086,0.03300000000000056,1.1358511595507017,0.8823507402580963,0.45616161513461706,0.0808434687892747,0.009164371205677448
2010-09-01,0.01205589459720458,-0.037786737546635314,0.03313955006159765,-0.007396185344257837,0.034000999999999566,1.1246597072329758,0.8806746048418163,0.23382299368376788,0.0793092705385797,0.008465194855465206
2010-10-01,0.01233136709667723,-0.015121149934490034,0.07240891070258668,0.060649908918635476,0.03300000000000056,1.1027348760729085,0.88145584290945,0.2769688933702783,0.07654485171539352,0.008749864230175226
2010-11-01,0.011191879309446168,-0.0174819076551339,0.048473704989208395,0.055333571889325764,0.03000000000000038,1.1389534273984967,0.8814377446381214,0.16927745002315636,0.07543322221455705,0.008669681894731666
2010-12-01,0.010941691461458316,-0.0027647612584761638,0.03436736908998449,0.04145709808286779,0.03499999999999983,1.1209252634261113,0.8820687412346492,-1.0241443460161404,0.07374774814215798,0.009792949638476366
2011-01-01,0.011791778814098926,-0.018809263586523923,0.028984867113154393,0.07796115354397962,0.03799999999999966,1.0983188643674162,0.878153107359934,-10.715174133248597,0.071475122142822,0.00866653508966883
2011-02-01,0.010053993842675168,-0.040033181255589044,0.00542199991841257,0.008728364579070332,0.04518200000000093,1.0916211072446806,0.8633169554919016,-1.806438487589487,0.05485843571312407,0.007514160900987767
2011-03-01,0.010549150665001889,-0.007819977462812322,0.015853018695406212,0.03587668731587145,0.04293414484126938,0.9998921859595832,0.8802827793026562,-1.7534051344208277,0.04918972128746348,0.00755583972673478
2011-04-01,0.010455566882317661,-0.00865191562483849,0.011437743998872414,0.03087867634084214,0.036999999999999617,1.0208205878082062,0.924271537047738,0.00488145000693249,0.05060277734041485,0.00751081434950062
2011-05-01,0.009444681197004598,-0.01806691784609653,0.050195776367803306,0.027598316207283462,0.03200000000000002,1.0449166899864246,0.8912011914183888,-0.2099039561369668,0.04617919179954477,0.007401607294318532
2011-06-01,0.00941893190308053,0.004368717817839276,0.022598016260985034,0.03236662914385391,0.03299900000000055,1.0418277517469707,0.8788475998256682,-0.1358834406544987,0.045375470971231645,0.0074959215645570695
2011-07-01,0.00899962929184673,-0.019903836958485473,0.009227021541542271,0.028879952645447775,0.03300000000000056,1.0444797122512472,0.8778796855762441,0.2029790153412148,0.055905729370790386,0.007455729578342418
2011-08-01,0.008791448028992668,-0.013147464697323892,0.02079643933800293,0.0448837414837055,0.02999900000000038,0.996294946993527,0.8243727476599508,0.5665861425772913,0.055609886421312926,0.007573148025821707
2011-09-01,0.00632517784840803,0.0024072503102774583,0.006413862316952501,0.047693007568973954,0.03000000000000038,0.9844370472506058,0.8426153433916146,0.6161836309067722,0.06654229916589723,0.007711145865615288
2011-10-01,0.005812227832059953,0.005146034890602584,-0.014778296350037776,0.03847377636494754,0.028995999999999907,0.9998460604350078,0.826452398334051,0.20177832199879445,0.06520836294753882,0.007729768351143191
2011-11-01,0.006086769568231096,-0.01133372322933283,0.005892044739665924,0.02797151219312222,0.028975999999999898,1.0435028403638635,0.8233395081082897,0.25806617786865876,0.06404859851399007,0.00780434850485145
2011-12-01,0.007211090192973325,0.000851436579083558,0.01066909957111281,0.02032164473902594,0.03000000000000038,0.9893499076993714,0.8033981824723302,-1.3758291646729184,0.06026802023750657,0.00777395776254267
2012-01-01,0.005397022990867441,-0.017815886780247238,0.022932237204268582,-0.012489414794323384,0.03499899999999982,0.985157505719661,0.7733673389369244,-1.1696153001861116,0.06500175881737301,0.00774029185578613
2012-02-01,0.0068169159634333875,0.035989880391466,0.09316284043119391,0.08731187960418067,0.041937041666667306,1.0103243379754063,0.7967454581988533,-1.2336989497068584,0.06922578939984607,0.006968863648696393
2012-03-01,0.0050119350856013085,-0.01349053362974715,-0.009350417300711228,0.010631390119988236,0.036999999999999617,1.0228542745407811,0.8174893546996421,-1.4858363317598469,0.08025842102864582,0.007287404527082674
2012-04-01,0.005348583929650872,-0.017066522584805885,0.006469674267353246,0.0007996077239909141,0.03499999999999983,1.0599776268482297,0.8286977500430756,-0.162320590714144,0.07636537010464038,0.00715867777460129
2012-05-01,0.006358896074585287,-0.007448970534637901,-0.01739906229339313,0.02305412250480987,0.030999999999999542,1.0609638406857775,0.8087173965735283,0.262196850763983,0.07902519495650348,0.0067965715144668775
2012-06-01,0.006919994426097543,-0.03559539465882272,-0.02905166912867323,0.004332621269826156,0.031996000000000024,1.0021427724510095,0.7987480792113892,0.34710483994795677,0.08054390752777385,0.006772269033276483
2012-07-01,0.0075600696084013215,0.013268882768858101,0.0037138117511341987,0.015853598710672236,0.030999999999999542,1.0004190861663391,0.7043959973983154,0.20753484646266118,0.07793058820438536,0.0052604611375947265
2012-08-01,0.006643124695657836,-0.016038349779072744,-0.042183832368504925,0.00010389659232927815,0.03000000000000038,0.9934191911497164,0.7056140108949105,-0.2615768607044655,0.07597246695292292,0.005121260047183012
2012-09-01,0.007803469974446867,-0.00797969842031842,-0.014806499421302272,0.013502871193619809,0.02899399999999991,0.9891358506225127,0.6824042192913098,0.2106472058804514,0.07494260555353796,0.004957033559680891
2012-10-01,0.008064165391538274,-0.01748694321793518,0.006382283034245934,-0.001651654378801674,0.027931999999999558,1.008744184670144,0.6840262624231572,0.19961221994679754,0.0729584943263019,0.004755329670774452
2012-11-01,0.007686295374044892,0.001095985454040985,-0.030023188234554354,0.020274259107002507,0.02792799999999956,0.9896057794820486,0.6783991877748571,0.22109998763999048,0.07323615872745434,0.004668371804161218
2012-12-01,0.007574420148485504,-0.015604375122957774,-0.026331407111768703,0.0025048961307455545,0.0289639999999999,0.9869196362037479,0.6843266817257928,0.23763336028325024,0.07401575599467622,0.004562405407724357
2013-01-01,0.006860221398300943,0.028125164687987692,-0.02361999885682613,0.04012948624090718,0.03399999999999956,1.004655380368363,0.6932407419715719,1.0657601693514236,0.07412933475160019,0.004270260006243888
2013-02-01,0.006959515250914617,0.0031948418645912804,-0.07733746886039505,-0.013394147655753485,0.03900700000000077,1.0089567319732067,0.7020537250660907,-1.729372377702128,0.07509638615852375,0.00405056032681436
2013-03-01,0.008294570053680199,0.00950443882338432,-0.014785484325151697,-0.002265802472134096,0.03499699999999983,1.026615572827266,0.7332363661438516,0.2692671656550893,0.07197451588544482,0.004031340028259725
