,facil_inv,comp_yield,manuf_inv,prod_idx,manuf_ship_idx,inven_idx,util_idx,machine_order,service_idx,retail_idx,estimated_facility
2001-12-31,0.059000000000000004,0.0669,0.45780000000000004,0.5710000000000001,0.50451,0.42142,1.01503,-0.354,0.604,0.75,0.028503701197807763
2002-01-31,0.043,0.0669,0.47456000000000004,0.594,0.5244,0.41581,1.06348,0.166,0.635,0.767,0.006042168020354399
2002-02-28,-0.023,0.0659,0.48460000000000003,0.598,0.54162,0.40915999999999997,1.0843500000000001,0.037000000000000005,0.631,0.772,-0.013793369024247992
2002-03-31,0.031000000000000003,0.06570000000000001,0.49587000000000003,0.606,0.54687,0.40063000000000004,1.11393,0.6409999999999999,0.648,0.783,0.017239032304048996
2002-04-30,0.085,0.0658,0.49886,0.613,0.54757,0.40497,1.1190600000000002,0.3,0.654,0.785,0.048841917366185594
2002-05-31,0.11599999999999999,0.0646,0.49257,0.612,0.54358,0.39931,1.09668,-0.197,0.6559999999999999,0.7859999999999999,0.05363004129092164
2002-06-30,0.066,0.0647,0.48857999999999996,0.61,0.52964,0.41122000000000003,1.0740800000000001,0.156,0.652,0.777,0.022529469735749652
2002-07-31,0.105,0.06480000000000001,0.50137,0.624,0.54358,0.41271,1.10664,0.08199999999999999,0.664,0.792,0.02849391824311942
2002-08-31,0.10300000000000001,0.0641,0.50763,0.615,0.5508500000000001,0.42018,1.11664,0.6659999999999999,0.653,0.797,0.029637817730341798
2002-09-30,0.126,0.0646,0.49611,0.62,0.5541400000000001,0.41313000000000005,1.08287,0.02,0.662,0.7909999999999999,0.041553629047537566
2002-10-31,0.087,0.0644,0.50432,0.623,0.55619,0.41503,1.08891,0.46299999999999997,0.662,0.784,0.02809602393731292
2002-11-30,0.156,0.0641,0.5115500000000001,0.624,0.56214,0.41450000000000004,1.09037,0.184,0.658,0.802,0.053034854331030834
2002-12-31,0.139,0.0641,0.5199,0.62,0.56674,0.41936,1.1168,0.239,0.645,0.7859999999999999,0.041897143700582395
2003-01-31,-0.055999999999999994,0.0635,0.50692,0.623,0.55814,0.42372,1.09128,0.024,0.658,0.805,-0.04102298565814633
2003-02-28,0.14300000000000002,0.062400000000000004,0.51073,0.615,0.56009,0.43439,1.0987900000000002,0.233,0.643,0.7759999999999999,0.0475297074042067
2003-03-31,0.052000000000000005,0.0637,0.52074,0.623,0.56346,0.44195999999999996,1.09913,-0.596,0.652,0.7690000000000001,0.020180400433829737
2003-04-30,-0.024,0.0631,0.51028,0.624,0.55752,0.44925,1.0931,-0.011000000000000001,0.6609999999999999,0.762,-0.0006304591764816347
2003-05-31,-0.076,0.0618,0.50793,0.624,0.5568,0.44799,1.0694700000000001,0.069,0.657,0.7709999999999999,-0.023489703475997326
2003-06-30,0.024,0.0618,0.52458,0.633,0.5713600000000001,0.45114,1.09525,0.009000000000000001,0.66,0.763,0.014980276209573429
2003-07-31,-0.078,0.061399999999999996,0.49966000000000005,0.628,0.54491,0.45022,1.03192,-0.042,0.665,0.772,-0.028064469701335026
2003-08-31,-0.033,0.0599,0.5276500000000001,0.636,0.57074,0.45421999999999996,1.09015,-0.266,0.662,0.779,-0.0044194801369523695
2003-09-30,-0.057999999999999996,0.059500000000000004,0.53274,0.637,0.58663,0.44863000000000003,1.09973,0.48600000000000004,0.663,0.772,-0.009438479565239355
2003-10-31,0.018000000000000002,0.0599,0.5474600000000001,0.642,0.5979099999999999,0.44256,1.12294,0.15,0.662,0.774,0.026992430334597417
2003-11-30,-0.11800000000000001,0.0611,0.54988,0.643,0.5972,0.44237000000000004,1.10724,-0.086,0.662,0.777,-0.03750635822220594
2003-12-31,-0.055,0.0618,0.56129,0.642,0.6084700000000001,0.44546,1.1365399999999999,-0.10099999999999999,0.648,0.7709999999999999,-0.018668135291949772
2004-01-31,0.008,0.06230000000000001,0.5602,0.649,0.6138,0.44288,1.1202,0.24100000000000002,0.663,0.783,0.0008113317682363341
2004-02-29,0.008,0.0611,0.58891,0.655,0.62499,0.45843000000000006,1.16293,0.126,0.664,0.78,0.006504275254963332
2004-03-31,0.006,0.0613,0.57752,0.652,0.62037,0.46277,1.1336600000000001,0.526,0.662,0.766,0.011400082991469329
2004-04-30,0.0,0.0601,0.5832200000000001,0.658,0.62765,0.45711,1.14003,0.17,0.6659999999999999,0.766,0.014610381018196561
2004-05-31,0.05,0.059500000000000004,0.59164,0.657,0.63431,0.46433,1.14588,0.188,0.6609999999999999,0.755,0.02458230267267969
2004-06-30,0.078,0.0608,0.5731,0.649,0.61709,0.46392000000000005,1.10377,0.30100000000000005,0.663,0.762,0.024699810362149188
2004-07-31,0.069,0.059699999999999996,0.56567,0.649,0.6138,0.46515,1.09607,-0.189,0.659,0.772,0.008100193007145817
2004-08-31,0.126,0.058600000000000006,0.57572,0.65,0.6177,0.46968000000000004,1.10541,-0.167,0.653,0.757,0.035313835676602956
2004-09-30,0.037000000000000005,0.057699999999999994,0.58211,0.6559999999999999,0.63102,0.47048,1.10897,-0.187,0.658,0.76,0.0020898262283788327
2004-10-31,0.02,0.057300000000000004,0.5811200000000001,0.654,0.63297,0.46873,1.10192,-0.077,0.659,0.758,-0.0005495725130975071
2004-11-30,0.075,0.0563,0.59333,0.654,0.6415900000000001,0.4796,1.12896,0.016,0.657,0.761,0.01776985602148473
2004-12-31,-0.013000000000000001,0.055400000000000005,0.58653,0.648,0.62836,0.48839,1.12201,-0.182,0.6509999999999999,0.77,-0.022384482637038294
2005-01-31,0.17800000000000002,0.0564,0.61206,0.67,0.6574800000000001,0.49531,1.15478,-0.128,0.67,0.77,0.0496860607824412
2005-02-28,-0.061,0.0563,0.5958100000000001,0.664,0.6402599999999999,0.49277000000000004,1.10983,-0.28,0.675,0.783,-0.03537579641577704
2005-03-31,-0.006999999999999999,0.0565,0.6154999999999999,0.675,0.65153,0.49635,1.1430200000000001,-0.09699999999999999,0.674,0.775,-0.003307480263177176
2005-04-30,0.0,0.056600000000000004,0.6012500000000001,0.672,0.64621,0.50773,1.10996,-0.107,0.6729999999999999,0.775,0.00997487248307305
2005-05-31,0.055,0.055700000000000006,0.59606,0.672,0.6422100000000001,0.50559,1.07761,-0.174,0.675,0.778,0.022640995607079883
2005-06-30,0.028999999999999998,0.055999999999999994,0.60133,0.6759999999999999,0.65676,0.49332000000000004,1.08559,-0.233,0.6829999999999999,0.779,0.0027841482787522853
2005-07-31,0.127,0.0558,0.6073500000000001,0.6809999999999999,0.65881,0.50059,1.08439,0.335,0.685,0.7809999999999999,0.03140917857874759
2005-08-31,0.011000000000000001,0.0553,0.61136,0.685,0.6607599999999999,0.49071,1.09565,0.19899999999999998,0.6890000000000001,0.785,-0.005927522336198088
2005-09-30,0.005,0.0567,0.61033,0.6859999999999999,0.66015,0.50461,1.09758,-0.049,0.688,0.787,0.00041821677156894665
2005-10-31,0.066,0.0575,0.63026,0.691,0.67399,0.50039,1.1352,-0.13,0.691,0.78,0.0329890251481455
2005-11-30,0.136,0.0575,0.6594199999999999,0.708,0.7038200000000001,0.50424,1.1717,0.075,0.7020000000000001,0.8,0.04063776656007345
2005-12-31,0.20199999999999999,0.057999999999999996,0.644,0.6950000000000001,0.69387,0.51334,1.1341800000000002,0.532,0.696,0.8,0.04384848022847598
2006-01-31,0.064,0.058499999999999996,0.66711,0.711,0.7190000000000001,0.51577,1.16179,0.013999999999999999,0.711,0.804,-0.0333297724897379
2006-02-28,0.153,0.05940000000000001,0.6677,0.7020000000000001,0.69849,0.52898,1.14951,0.569,0.7040000000000001,0.7909999999999999,0.011711764726078044
2006-03-31,0.166,0.0599,0.6714700000000001,0.7090000000000001,0.70648,0.5425800000000001,1.14693,-0.061,0.711,0.8079999999999999,0.029231061000032366
2006-04-30,0.17300000000000001,0.0592,0.6620900000000001,0.7170000000000001,0.70116,0.54326,1.1219,0.189,0.7140000000000001,0.8109999999999999,0.04640280344543468
2006-05-31,0.16899999999999998,0.0599,0.6687099999999999,0.72,0.7137600000000001,0.54547,1.11872,0.13699999999999998,0.716,0.8150000000000001,0.05760741687833271
2006-06-30,0.049,0.0609,0.6584000000000001,0.7040000000000001,0.7097600000000001,0.55169,1.09956,0.523,0.71,0.809,0.029402869180888302
2006-07-31,0.013999999999999999,0.0616,0.62549,0.6940000000000001,0.68065,0.55949,1.01929,-0.08199999999999999,0.705,0.793,0.03139729594417151
2006-08-31,0.197,0.062000000000000006,0.6727,0.728,0.72104,0.5489,1.1088200000000001,0.22399999999999998,0.723,0.809,0.07430272063150944
2006-09-30,0.23800000000000002,0.0621,0.68925,0.726,0.7375499999999999,0.56196,1.1529,0.45799999999999996,0.723,0.8140000000000001,0.06378951566435731
2006-10-31,0.105,0.0618,0.70777,0.753,0.75744,0.5534300000000001,1.16087,0.549,0.733,0.828,-0.011729925095079086
2006-11-30,0.14400000000000002,0.0616,0.70825,0.746,0.7528199999999999,0.55672,1.16514,0.073,0.738,0.8340000000000001,0.020286435360072907
2006-12-31,0.078,0.063,0.68278,0.733,0.7342700000000001,0.56066,1.11782,-0.055,0.74,0.843,0.01773515260486702
2007-01-31,0.166,0.0639,0.69527,0.738,0.74226,0.57553,1.12579,0.259,0.742,0.836,0.06941344045340614
2007-02-28,0.121,0.0643,0.69939,0.755,0.75345,0.57092,1.12963,0.168,0.7540000000000001,0.8620000000000001,0.054204089627969854
2007-03-31,0.067,0.0641,0.69447,0.741,0.74288,0.569,1.1248,-0.023,0.7490000000000001,0.8440000000000001,0.03559475881403573
