,gdp_estimated
2017-07-01,0.648936092315779
2017-08-01,0.39065228753818815
2017-09-01,0.575620844033125
2017-10-01,-0.8016072672600671
2017-11-01,-0.05869325227484978
2017-12-01,0.08031433072547145
2018-01-01,1.1103273885401421
2018-02-01,0.15022605728208305
2018-03-01,0.16663031063929168
2018-04-01,0.2795946834648788
2018-05-01,0.2749399327391018
2018-06-01,0.22784940556651634
2018-07-01,0.3004928635968156
2018-08-01,0.3219860530940224
2018-09-01,-0.4760894408506715
2018-10-01,0.8365257111207853
2018-11-01,-0.03660499069502521
2018-12-01,-0.006174323364987799
2019-01-01,-0.08839330468258311
2019-02-01,-0.11298381706116345
2019-03-01,0.2401011855951083
2019-04-01,0.6651014495519689
2019-05-01,0.4638763881656871
2019-06-01,0.009724320883620408
2019-07-01,0.05990082584608558
2019-08-01,-0.002131365453408307
2019-09-01,0.5412352234356774
2019-10-01,0.5942424097306684
2019-11-01,0.2785363739293274
2019-12-01,0.17986094153137344
2020-01-01,-1.0695957520989765
2020-02-01,-0.28062586051670735
2020-03-01,-0.7682192796617073
2020-04-01,-1.8188124123708462
2020-05-01,-1.1387212407053084
2020-06-01,0.5509441383632776
2020-07-01,1.3412547498539453
2020-08-01,0.8652880828128673
2020-09-01,1.1824925487911742
2020-10-01,-0.10598238151111161
2020-11-01,0.23983176475037737
2020-12-01,0.5080104346373417
2021-01-01,1.078606206150269
2021-02-01,0.34326613468969924
2021-03-01,0.22179647814475345
2021-04-01,0.35313308443450353
2021-05-01,0.3900546333622259
2021-06-01,0.07363238899283431
2021-07-01,-0.2373651554879217
2021-08-01,0.290125407436733
2021-09-01,-0.10547475975761245
2021-10-01,0.8014609125398664
2021-11-01,0.6188033804425004
2021-12-01,0.4788346135738948
2022-01-01,0.002783737601703251
2022-02-01,0.17917302305068006
2022-03-01,0.15683013350326291
2022-04-01,0.27559646933052306
2022-05-01,0.4945950135199979
2022-06-01,0.09118727491120637
2022-07-01,0.005622714063676426
2022-08-01,-0.017066548077650623
2022-09-01,-0.05970460937814437
2022-10-01,-0.19811037237118967
2022-11-01,-0.05135974954001199
2022-12-01,-0.0664736169724165
2023-01-01,0.04484244872638499
2023-02-01,0.3277003398080893
2023-03-01,0.29437895768950284
2023-04-01,0.11160240820657918
2023-05-01,0.1621547013600093
2023-06-01,0.22442511747313176
2023-07-01,0.014939593172599075
2023-08-01,0.3569765461966199
2023-09-01,0.4302231917826589
